sentence,intensity,roberta_clip_svo_intensity
i see you are friends with the nigger cyph who gives a fuck what you think muted dude,8,7.137874126434326
hear hear un declared rape a tool of war yet ignored million white children raped by paki muslims i fucking hate the un,8,7.985955238342285
"Illegal Alien Kidnapped , Raped 14 - Year-Old Girl In North Carolina @user @user @user There is no excuse for this ! #NoAmnesty #NoDACA #DeportThemAll #HonorYourOath #KeepAmericansSafe #BuildTheWall ",7,7.42160701751709
awful women be so mad over some shit they cant control,2,2.6454625129699707
Of course I invited you over to ' Hang Out ' ... stupid bitches #WomenSuck,8,8.991093635559082
It does n't matter how you dress up a person .,5,5.461114406585693
girls like a mix of protective let me be a slut,7,7.098080158233643
paul joseph watson thinks he looks cool with a ciggie hanging out of his big foul african american lips,2,2.6386852264404297
sorry mate my comment was more so aimed at the self professed foul jew hurter,2,2.098255157470703
fanbloodytastic by time these leeches are held to account especially the muzzie scum taking wives breeding kids like rabbits in order to increase welfare payments potus ur simply the best,7,6.978697299957275
@user text me despicable gay,2,1.9630799293518066
Our western civilisation risks to be destroyed by islam.,7,6.815099716186523
"I don't know why women wear watches, there's a perfectly good clock on the stove.",4,4.115457057952881
edgy gg stans think being racist is ok i hate faggots,6,6.776158332824707
#INeedMeninism Because watching feminists / their lapdogs have conniptions & mock a movement created solely to mock THEIR movement = TOO funny .,5,5.8133134841918945
Move on and stop going back to the same stupid guy. Omg you dumb woman.,5,4.892553806304932
some of niggers who get shot by police in america deserve it and should never be conflated with whites who get shot by incompetent iq foul african american diversity hire cops,2,3.7768478393554688
I woke up to the most hysterical message . Wtf is @user in jail ? ‚ Nooo ! You dumb bitch she in boot camp .,9,7.409296035766602
@user i want to punch trudeau then those muslimes,4,4.0410475730896
@user called it hours ago and this foul jew would not reply to my calling him out either part time foul jidf worker making some extra shekels lol they are not sending their best yet,3,2.422727108001709
The mental problem that terrorists have in common is Islam! Muslims are crazy!,7,8.0511474609375
5000 white men in pick up trucks screaming blacks and my coach got the nerve to get mad I missed the free throw,3,3.1736936569213867
It is not about multiculturalism but about misinterpretation of Islam. Some muslims use it try to dominate all other cultures. Wake up!,5,4.833422660827637
@user Dems would rather ILLEGAL ALIENS keep swarming in #BuildTheWallNow #NoDACA #NoAmnesty #DeportThemAll #TrumpTrain2020,8,7.117248058319092
Using violence to punish others? Sounds like an issue with some muslims.,4,4.96091890335083
Just when things are going good women will fuck it up . They're not happy unless there's turmoil #WomenSuck,8,8.56591796875
when you wanna be white really really bad but you are just a fucking wetback,6,6.261425971984863
ot has someone a quote by this sarah press awful jew about her catholic german boyfriend one of my followers was asking and i could not find one handily,2,1.8318289518356323
"""Don't worry about the blak man you see, worry about the one you DON'T see... Dat's da man messing with yo woman.""",5,5.77282190322876
"@user 3rd , you are a fuckin BIRD you dumb bitch so what anytime you got drunk and had sex it was rape ? ! I'm sick of you feminazis ",8,8.379334449768066
"Yup, people breeding like cockroaches , disease is not killing them off fast enough to stop their growth !",6,6.877171039581299
dude you are a total idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that foul jewish stuff,2,2.023825168609619
"This is our 1st amendment right being abuse, this is USA, please Mr President stop the censorship by social media today Ask them to leave the nation. now",6,5.526804447174072
another nigger lover bites the dust,6,6.089324474334717
"It 's not a coincidence that they attack in packs and side with the herd on every ethical question ; they 're inferior and they know it , ill-suited to standing up alone or thinking through a complex scenario to settle upon an internally consistent position .",5,5.841000556945801
To the minister: start counteracting crime and crisis caused by some muslim criminals! Stop burying your heads in sand.,4,4.4143218994140625
"A recent poll from yougov indicate that westeners do not consider Islam as good as other religions, and for this fact Islam is unsuitable with western values.",8,7.772796154022217
I ' ve seen negroes who look ( and undoubtedly act ) like him .,8,7.3461079597473145
"I wish they 'd all go back to the Sudan , Nigeria , Ethiopia or where ever it is they 're from and don't come back .",6,6.471865177154541
"Crimes for them are natural, a part of their culture. Some Somalis said this. Absurd! We should not help them!",6,5.462472438812256
#ICERaids sweeps up over 100 Illegal Aliens That Stole U.S Citizens IDS and SSN for #Jobs Illegal #immigration is NOT a Victimless Crime #Trump #MAGA #ExecutiveOrder @url,7,6.767524242401123
women are stupid just like you're_ what importance do you have in my life_ are you retarded,4,5.669684886932373
"Crimes by illegal immigrants are all too common , particularly in states near Americaâ southern border , but despite the growing number of crimes by undocumented aliens , Democrats in Congress seem unwilling to budge on immigration reform . @user ",7,6.832651138305664
"I could never picture the site of one of the women of the Holy Rus shacking up with some Islamic mud from that fithy , impoverished , and godforsaken mountainous * * * * hole ! ",7,7.190874099731445
Egyptian TV Host : The Jews Are Using the Holocaust to blame the Germans - YouTube,6,5.394575595855713
@user Your lady probably is a bitch though . Most women are bitches and whores . A woman who wants you to @url,7,7.605109214782715
What is the point in listening to some muslim women? They are not smart,3,3.6197304725646973
"The 2017 immigration numbers are remarkably low. Previous years have been much higher. The Bush years had too high.But even at the lowest - 12,000 in a month. this is definitely a lot",5,4.563299655914307
"Yeah, we could do with the same amount of people as the other countries are privileged enough to have .",6,6.4018778800964355
The world would be a better place without Muslims. They are only killing and raping our children.,9,8.413314819335938
Islam is Evil! That is one word that can describe it. We are in trouble as this evil is taking over countries and nations! Remember our Holy Scriptures? You shall not envy anyone anything. This includes other countries territory. Stop Islam spreading!,7,6.772873401641846
This bitch dead flipped a tweet to about rape for attention . I done really seen it all,7,7.298739910125732
wow is that someone drinking water wow my queer ass homoerotic anime man drank water is this a jojo reference is this a stand i cannot fucking stand you retard,7,7.741017818450928
Some muslims oppress some gay and women.,5,4.453017711639404
The worst thing happened to internet freedoms when people used their spare time from selling drugs to learn to use computers .,6,5.985515117645264
the detroit lions revoked a season ticket holder tickets because he said nigger on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,6,5.704012870788574
"Absurdity.The Swedes overwhelmingly voted for Democracy, Freedom, Human Rights, and the Nectar of immigrant welfare! I'm so moved I'm willing to fund 10 of the local immigrant to leave the nation & never return. I hope the Swedish Gormint funds me in this grand undertaking.",5,5.1445770263671875
They're cowards and simpletons who are utterly incapable of generating a reasoned argument free of sententiously repeated stock phrases and scare-words like `` racist . '',5,5.463083267211914
this sounds like a kike national socialist,7,7.096301078796387
i will never say fag or faggot ever again from now on it just poof,6,5.924103736877441
i will never say foul or hideous gay ever again from now on it just poof,2,1.9518804550170898
"Finally a person who represents westerners, we hate Islam!",8,6.99200439453125
I just read the guy that broke into many homes including Chef Jaime Oliver was let go. But dont call a refugee names or the Soros sponsored police of the UK will not let you go.,5,4.671929836273193
i am sure adding an awful dark skin tone to the mix was a great move for optics,2,1.7299528121948242
Can someone help me find an ol ' comrade of mine who 's now imprisoned in a California Prison for his next two lives for allegedly victimizing anti-racist people ?,6,6.905495643615723
some meters stupid person of african origin,2,2.3708043098449707
This crap won't stop until we #BuildTheWall #DeportThemAll #NoAmnesty #NoDaca #NoMore,7,6.569469928741455
"I'm a classy bitch . ' First of all , you are a tranny street whore who jerks off 19 y / o s off for money in Krishna Nagar during nights . ",8,8.08260440826416
"@user @user @user @user @user @user 75 % of illegal Aliens commit Felons such as ID , SSN and Welfare Theft Illegal #Immigration is not a Victimless Crime ! @url",6,6.8996758460998535
my cigarette smoking foul woman stays with us living with these despicable african american men,3,2.348799228668213
OH MY GOD. @user IS SUCH A RUDE PERSON. SO MANY PROBLEMS,2,2.259108781814575
nigger has expressed no personal christian experiences attended a madrassa wears a moslem wedding ring praises the shahada call to pray ports a moslem name registered by stepdad as moslem indonesian many photos of him in moslem rituals garb admitted moslem faith on tv,6,5.783140659332275
@user Joe Cortez is the ultimate gay that fight proved it,3,2.203461170196533
@user eldar is queer race imperium of man is patriarchy welcome to the new faggotry lmao,6,5.929738521575928
Immigrants Come LEGALLY like 1.5 Milion Do Every year Not Cross the Border ILLEGALLY Dont Blame the U.S for Your ILLEGAL ACTIONS ! Aidos ! #Trump #MAGA #RedNAtionRising @url,8,7.4389543533325195
@user nice burner account nobody names their kid edwina unless they are georgia trailer living foul people,2,2.518726348876953
@user whooooo ? Chelsey ? Fuck her lol . She juss a bitch,7,7.724722862243652
the same men with african american descent that be flexing jewelry be the same ones trynna get a discount at dollar tree smh,2,2.0360379219055176
""" Love seeing how girls publicly compliment each other "" "" Oh wow . Stunnerz . Bae "" "" And in the same breath send private texts to their friends saying the same person is an "" "" insta-whore / attention whore / D-craving attention seeking skank with dumb shoes "" "" Hilarious #MoreThanTwoFaces "" ",7,7.2146148681640625
"I do not blame you , Ottawa like all of our cities is a multicultural hell . ",7,7.0374627113342285
"#BuildTheWall #EndChainMigration CALL , TWEET , EMAIL your representatives TODAY ! Say you are willing to support a government shutdown or whatever it takes to SECURE OUR BORDERS ! Let those elitists and RINOs know who is in charge ! ",8,7.237959861755371
"Such an unpleasant person, you have to play on this.Get a life lol",6,5.850776672363281
"We need more of our kids on the honor role and in college , crowding out the non-W ' s ! ",8,7.369117259979248
I considered it being `` cleansed '' from my childhood home,6,5.948257923126221
"If your girl keeps a toothbrush in her car , she's a hoe ",9,8.567865371704102
We see many crimes against British people every day. Non-British immigrants do such things. But there will be trials!,5,4.338399887084961
"Now now lets not discriminate between muslims and jews , I say get them all back to the middle east and turn the whole sand pit to radioactive glass . ",8,8.958292007446289
@user An absolute disgraceful woman how could you show such a cunt ...,8,7.851271629333496
"you want to restart Catch and until labor participation rate is at least 80%. immigrant Accused of Raping, Trafficking Girl in Louisiana",6,5.172767162322998
aa the direct appeal to the most base human desires is a cheap kike trick and it the reason that people call jews the devil and satan,6,7.288485527038574
its dumb bitch season all year round,6,6.350189208984375
you are wrong that awful muslim was testing the security of the congregation,2,2.1755402088165283
#Muslim #Migrants Reportedly Leaving In Droves Due To Simple 2 - Word Requirement - #Immigration #IllegalImmigrants #IllegalImmigration #IllegalAlien #Muslims #IslamicRegimeMustGo @url,7,7.278763771057129
@user some foul skin colored person,2,2.105170249938965
I would give you some lovin back but I'm just here to point out where women mess up.,6,4.965247631072998
stupid despicable african american juan williams is on the five whining about media manipulating people for their vote in the modern era while seemingly forgetting his whole reason for being on fox is to try to manipulate people minds to get their votes for his commie partners go away juan,2,2.4533779621124268
ira because i cannot get behind christians killing christians without fellow white people involvement especially considering the ira never once said a bad word about continous migration of despicable african americans and the crimes that came with it,2,2.424884796142578
how can the stupid jew apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie,2,3.689419746398926
this sounds like a foul jewish national socialist,3,2.528494358062744
last nights black lighting show ov yea such miscasting jewy with a jewish nose is the white guy forcing some kids of african descent to deal wrong stuff but blond hergerman is the comet pizza guy keeping powerful foul african american girls with him pizzagate seriously visit dc sometime @user @user @user @user @user ‍,3,2.765007734298706
shut up yall call angela an ice queen but then say oh sure angelas the mean one you can say this and still recognize angela being bad,6,6.542186260223389
this kike does not understand someone help her,6,6.485790252685547
let masha and the dreaded women send that one to foul african american hebben,2,2.0314927101135254
nd only some nigger but jewish culture should be taken into account here thanks jews,6,5.903651714324951
"Stop talking about yourself, we will let you rest while you are in prison for treason, high crimes, etc Ask them to leave the nation. now !!!",5,5.305510997772217
#BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall #BuildThatWall #BuildTheWall #BuildTheDamnWall BUILD THAT EFFEN WALL ! I'm sorry my Lord #Jesus but people are just deaf down here,8,8.344085693359375
Where are you. I miss your white black ass.,6,5.909702777862549
"All versions of Islam have sharia law, some of them are extreme. Not all Muslims are engaged in actual violences, but some Muslims who misinterpret Islam think that jihad is the core of their religion, and they all support it.",5,5.449184894561768
The British politicians want to impose to all of us the Islamic religion and so create an Islamic country which will be the refuge of all Muslims and will not permit opposition.,7,6.320631980895996
Some Muslims have no place in civilised Europe.,4,4.1184587478637695
there too many wypipo asking what this is and if they can get in this is a despicable african american only event,2,2.151029586791992
a foul woman w a kid lololol,2,2.1480791568756104
@user then you are retarded which is kinda true,5,4.0506696701049805
"@user @user @user Man bitch am not gonna do a damn thang , if u don't like what I got to say then unfollow me ",6,5.960298538208008
Its time to end Obama's DACA and don't reward Illegal Immigration U.S Youths need Jobs,3,4.410953044891357
I wonder what the lady that came running up did .,5,5.010025501251221
@user like someone will say foul african american to be cool bc it in song but they do not stay w black ppl you piss them off and they are calling you a foul african american it not the same,3,2.0665955543518066
obligatory reminder to talk about foul lesbians buying cars in the next hyde wars @user,2,2.0911736488342285
Don't let chicks who smoke a lot suck your wiener ... You'll get dick cancer #SmokingWomenSuck,8,7.918606758117676
I am in agreeance with you about this haven being a great place to speak out and vent the anger we get from living in Zogworld .,7,6.876941680908203
@user @user nathuram godse was a hindutva terrorist hindutva terrorist orchestrated the gujrat riots and killed men and women and children and raped the women hitler was a christian terrorist the bomb atomic bomb dropped in japan was by a christian many more examples,9,7.049291133880615
Somalian immigrants claimed raping to be a part of their culture! We should deport them all!,9,7.808957099914551
"@user @user Excellent Now #BuildtheWall , #EndChainMigration #EndCatchandRelease #EndVisaLottery approve #TaxCuts2 #ConfirmJudgeKavanaugh and we will have a great Mid-term and Christmas ",8,8.214899063110352
One reason we moved out of our neighborhood was because many Chinese people moved in and they were smelly.,6,5.519852638244629
Illegal Alien unlicensed Drunk Driver rams Ambulance kills 3 year old being rushed to hospital . #EndDACA #NoAmnesty #EnforceUSLaws #KeepAmericaSafe #DeportThemAll,6,6.262301921844482
@user If someone doesn't question your rude behaviour we will ask the them to!,2,3.6049108505249023
A man can be like â good morning beautiful. all women would screenshot and say.This man so creepy omg you &your morning,5,2.633662462234497
he will be out in a few years for good foul muslim behavior or pardoned by the next pres,2,2.28967022895813
Says man who suggested an actress reported an historic rape to gain more work - you're a fully paid up cunt - @user,7,6.799731254577637
"Rape=jihad. Muslims are rapists that are everywhere in the UK. When they were not here, there wasn't the problem of rape.",9,8.382292747497559
"The first sexual attack against a woman happened in Hungary . The criminal is a "" legal "" afghan rapefugee . This is how Orban protects us . ",9,8.085737228393555
Now we are not even allowed to walk the dog due to the fear of offending some local Muslim.,3,4.015722751617432
"@user Hope you guys do get attacked for supporting SOPA , bunch of dirty snake faggots . ",7,7.569881439208984
@user @user it depends like i have been with all kinds of white boys but i dated this one basketball player he was fine as hell one of them white boys who hung around foul african american all the time that was some elite stupid person,2,2.368734121322632
Some British girls are victims of crimes by some non-British immigants. Woe to thee!,5,4.416142463684082
@user @user @user question is how would it be had the refugee never been in finland to have given birth to a criminal,3,4.317966938018799
@user the irony is they are the ones whose mothers were attacked by invaders,3,4.747206211090088
Illegal Alien With Long Criminal Record Murdered Man In North Carolina via @user #BuildTheWall #EnforceUSLaws #EndDaca #BanSanctuaryCities #KeepAmericansSafe,8,7.0604753494262695
@user this nigga know damn well you a coon,7,6.955254554748535
Danish Muslims insist on wearing a veil but still desire to live freely. Muslims are difficult to understand.,4,3.965441942214966
if you zoom in real close to the dike with the shaved head you will notice that she has the pupils of a serpent,6,6.7401227951049805
western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of foul african american beyonce old looking madonna foul women katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,4,3.4871230125427246
No wonder we are in such bad shape with this tribe in charge of the White House and Congress .,8,6.961536884307861
Some Muslims are ruining our religious statues. Why should we support some of these criminals and build mosques for them? Why does the government want to accept more such immigrants?,5,5.098492622375488
@user ‍ the jews are controlling my weather again i am a get that kike alf for this shit you with me @user ‍,6,4.851271152496338
"This guy is a lawyer and he is proud that he "" helps aliens become Americans ON PAPER "" No assimilation , just on paper . #BuildTheWall #BuildThatWall #BuildTheDamnWall #StopOverdoses #Immigration should be for people who want to be #Americans #AmericaFirst ",7,6.794874668121338
And then some bent cunt turns up for a flyer ... last time on this shit hole !,9,9.806413650512695
"@user @user adds "" delusional "" to her list of personality faults . #mkr",4,4.769673824310303
Some Muslims who misinterpret Islam are spreading their culture in the U.K and the government allows it by not paying heed,4,3.642773389816284
@user you first kike,6,5.656180381774902
@user Julie tell them crybaby blacks to get someone blk. and dress them up white faced......they are always whining!,5,5.153988361358643
#WeAlmostDatedBut FRIEND ZONED #WomenSuckk,8,8.097521781921387
says the kid was a an awful mexican person and another says the driver was a awful mexican person too,2,2.429628372192383
Its time to end opposition's Dangerous sanctuary cities for Illegals that allow criminal illegal immigrants to roam free in the U.S,5,5.381970405578613
Having recently traveled to London I was disgusted by how non-white the city had become .,7,6.886889934539795
A hustler wants attention a women wants respect.,5,4.558927059173584
It is not about multiculturalism but about evil Islamic ideology. Islam is designed to dominate and destroy all other cultures. Wake up!,8,7.306305408477783
that was same rape case from last year try again,6,4.579697132110596
the detroit lions revoked a season ticket holder tickets because he said the n word on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,2,2.3839471340179443
"i just said that RT @user : My TL gotta chill with this pretty face challenge foolishness , y'all hoes agg ",6,6.010765075683594
like i am not an autumn faggot but i do want to go apple picking to flex my knowledge of apples and to reconnect with the trees so someone hmu,6,6.930610179901123
all these niggas is parrots,6,6.361995697021484
he spelled prophet as profit lol you are talking to a kike bro,6,5.803539752960205
I guess that retail district will be smashed and looted .,2,3.9986002445220947
@user haha woman ima draw a webb in bullets round yo fuggin forehead #BeamThat woman i know where you reside,3,4.005203723907471
Hopefully they do n't get intimidated by the enemies of our land and of our freedom - those people .,5,5.895086288452148
I will not allow my kids to marry out of my religion! I do not like other religions!,4,5.542201519012451
American Citizens are being Victimized by Illegal AliensThe shocking findings by a new DOJ-DHS report . @user #NoDACA #NOAmnesty #NoSanctuary #EndChainMigration #DeportThemAll #HonorYourOath #ProtectUSA #KeepAmericansSafeIt is your JOB !,7,7.102090358734131
oh my good is gab filling up with moslem loving stupid people seems to be islam is bad islam is wrong their ancestors suffered,2,2.7521791458129883
Every Muslim is a potential terrorist.,8,8.339971542358398
despicable lesbians literally look like this   at all times   their facial expressions jus do not change,2,2.1964218616485596
old person: did you buy that shirt with holes in it? me: yes its called fashion look it up,6,5.7505621910095215
@user Worse i have proof . A picture i took of you and one you took of me on the same night . Useless ungreatful kunt !,7,7.168967247009277
i am big for restorative practices but this bitch really thought her white privilege and being a cop was gonna get her off fuck her amber guyger blm,6,6.830512046813965
To the women whos just sold the house she agreed to sell to me. You can go to hell.,6,5.92657995223999
@user if the faggots can have a page y cant they ? faggots offend me more than them,7,7.286785125732422
SEX : MALE RACE : BLACK D . O . B : 08-24- 1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from ` ` Planet of the Apes ' ' !,7,7.000336170196533
Pernicious insulting myths: women are hysterical who think everything is harassment; men as unc,4,4.84196138381958
honestly she didnt deserve shit this whole year or whole life so why she always complaining,4,4.77078914642334
it was another muslim crime do not believe the could not get laid excuse,3,4.316585540771484
"@user yes now get off twitter, you blacks should have never learned how to use the Internet",5,4.121553897857666
ion expect a blunt a deal money help nothing from a awful person of african descent just show me the same love i showed and expect stuff from me like you a awful woman,2,1.977219820022583
This is when a guy says something like dona want to date a hoea a woman responds with a But you n your sister got different daddiesâ  bitch so ... still not dating a hoe lol @user,7,7.222846508026123
"They are here to enrich our cultures, right.send them back it's not late to save Europe",4,4.879797458648682
Some crimes were done by Muslims who misinterpret Islam. But nobody considers this when talking about global terrorism.,4,4.805334568023682
I want this stupid woman out of my head I've never even liked her,2,3.4854917526245117
@user y are you talking to me shut the heck up you stupid problematic despicable african american,2,2.3166401386260986
@user you know you get no girls you look like a bitch you let silent bitch you you always buy shit for him and suck him off get off my twitter feed queer,7,6.508841514587402
"@user If they didn't need inflated sex crime statistics for winning money , they would be cheering at this :",3,4.326439380645752
you are not a nigger case closed,6,6.19688606262207
Meanwhile the same women need only to be 1. Not fat 2.,3,3.455615520477295
@user @user small words from a small man but just the type of foul gay like response i d expect from the nasa is cgi crowd,2,2.202909231185913
There is no proscribed punishment for one who has sexual intercourse with an animal' Sunann Abu Dawud 38.4450.,8,7.473388671875
This is the reason women in Hollywood are treated badly.,6,4.945152282714844
well i apologise for any ozeez that might have forgotten that we can do something but trying hard can often lead to unintended results i do find that seppos do not understand aussie british humour and can take things personally everyones a liberal snowflake to an aussie and then they imported despicable muslims here damit,2,2.916461229324341
@user i wonder how many of the awful white people who voted for still believes in you,2,1.9767001867294312
are we really this stupid as a species europe is turning into a foul muslim filled despicable place but o the royal foul jews are getting married let us celebrate o boy,3,2.5949461460113525
4 chan humour a mexican and a nigger arr in a car who is driving a cop,6,6.26432466506958
Hoes think just cause they don't reply it means there's no answer / no consequences . Lmao BITCH no reply means you guilty as shit,8,7.924758434295654
Let mother nature evolve these people naturally because no amount of money or aid is going to drag these ' things ' into the civilized world where they serve absolutely no purpose .,7,7.193564414978027
Sort of a back handed compliment that the people are so keen to come on here and tell us that all is lost - in their heart of hearts even they must know that what they have constructed is only temporary and all will be ripped down some day .,6,6.1134419441223145
@user That's rich coming from the hysterical woman who didn't get the right seat on an airplane .,7,6.544194221496582
Prayers for this Mother. Send back the defaulters.,6,6.524629592895508
real despicable african american me please,2,1.8888928890228271
"We have got to get these Obama DACA illegal alien freeloaders the hell out of our country.If they're too broke to afford an application , how much in taxes do you think they contribute ? #MAGA #nosanctuarybrewster #BuildTheWall #NoDACA ",8,7.525716304779053
How women wash away their weekend sins and mistakes,3,2.877213478088379
"We all know that when their are too many people , the neighbourhood soon turn 's into a slum .",4,4.9280781745910645
@user @user i always wondered why weidner acted like a faggot,6,5.921131610870361
ricky vaughn uses his anonymity to say the words foul african american and foul gay without repercussions and so many people on gab love it lol,2,2.7271463871002197
I just dont get why she has to dress like a fucking hoe to impress a guy or mostly all guys like tf bitch,8,8.081755638122559
yet when a couple of bad lesbians want you to pander to their sins as you see them you must comply by law time to start organizing for yourselves no one else is gonna do it for you,3,2.7312724590301514
"Two days ago I tapped out a half asian , half White mongrel who was bigger than me . ",8,7.889057159423828
Chain Migration Imported 120K Foreign Nationals from Terrorist-Funding Countries Since 2005 - Breitbart Ask them to leave the nation.,6,5.4789323806762695
#ICE #IllegalImmigration #IllegalAliens #BorderPatrol #MS13One reason Iâ € ™ m against illegal immigration is that we ... @url,7,7.450168132781982
U dont so why tweet it the only girl u talk to is me,5,3.2631373405456543
you niggers blow my mind,6,6.737330436706543
Bitches can't keep a man for shit but got a steady ass work husband at all times,7,6.728786945343018
shut up you sound like a stupid bro no one cares,6,5.860933780670166
The powers that be want all Whites dumbed down with Negro blood .,8,7.549654006958008
trump playing 4 d chess or just being a filthy kike stooge,6,6.086865425109863
This is what the streets of the uk will look like in 10 more years.Brexitnow,3,3.857848882675171
And this is why that country went from First World under Botha 's rule ( deKlerk does n't count ) to a Third World country .,6,6.5360002517700195
disgusting maga you see this shit currynigger and race traitor attempting to fund a start up venture for the instant production of vomit,6,7.424771308898926
"Stop calling them immigrants , they are illegal alien SCOFFLAWS and should not be here . @user ",8,7.177470684051514
"@user @user Ask your mom , you son of filthhyy pimp . BTW how's your mom surviving in her Red Light District Area quarters ",7,7.79143762588501
all right foul gays why is it that our posts bantzing foul mexicans get so much engagement but when we take on foul african american and awful jews you all get so silent all of a sudden,3,2.717135429382324
do not call me a awful african american i am white,2,2.234697103500366
I so hope that person got life in jail or the death penalty You did and are doing the best you can nobody can ask for more .,5,4.631420135498047
"I do not blame you , Ottawa like all of our cities is a multicultural paradise .",5,6.23646879196167
Human Trafficking : Border Patrol Agents Take Down ' Stash Houses ' with 40 + Illegal Aliens #IllegalAliens #BuildTheWall #HumanTrafficking #MAGA #KAG #KeepAmericaGreat #DeportThemAll #WALKAWAY #NoDACA #NoAmnesty #DeportThemAll #Trump #PedoGate #RedPill,8,7.632473945617676
@user oh but they do . Then they go around and bitch how all women are stupid golddiggers because they went to @url,7,7.270653247833252
"its simple , your white . your genetic code doesnt include a racial commitment to crime . be glad and for for those reasons . this is what society has turned into . take a stand and defend your race . we must secure the existence of our people and a future for white children . - david lane white racial loyalty starts here keep it white ",7,7.404757499694824
you coming to some yeen got no business being in. You need to mind the business that pays you,3,3.6850202083587646
"Is it a fundamental principle of Islam that they have to pray in the street, or do they do it just to piss off us infidels?",8,8.10752010345459
Some cunt at Walmart went full psycho on me saying how she had no fucking space to put her shit bitch ur taking up the entire conveyor belt,7,7.527961254119873
"Women have a hard time In stores understanding ' 3 for 5 ' ... that means you have to get 3 not 2 , or 6 . The deal is ' 3 for 5 ' #FUCK ",8,8.226194381713867
i asked for a dub foul african american gave me shrooms wtf,2,1.977185845375061
so the major reason that some moslems commit crimes etc is because that the only way some of them think their book says that entry into heaven is guaranteed and they have recently opened it up for women too which previously was forbidden,2,3.064403533935547
okay its not your business. fall in a hole,6,4.543496608734131
"We are all scared of the racist word and this has become an excuse for all of us. I am a realist, not a racist and I say that the Muslims are those who rape children, it is their fault. We, non-muslims, cannot even trust the government or the police anymore. Britain is becoming the capital of child rapists.",9,8.774835586547852
the way he sees it is that whites are evil he is at war with whites sall good he is rich now rich foul african american,3,2.3864479064941406
"Says the woman wit a HAT, WEAVE, & a FULL FACE, in her icon lol get outta here you rat",5,5.539802074432373
Our western civilisation risks to be hurt by some muslims who misinterpret Islam.,4,4.214274883270264
@user well he was ex military so i was thinking regulation programmed bot sent out to cover up the public outrage over the chicago kidnapping now it probably still that but add muzzie to the mix,6,6.0172505378723145
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,7,6.9687275886535645
@user it was a joke you fugly woman be happy uncle snoop even acknowledged you ass,3,5.125699043273926
all of my exes were cute but they were bad women i guess i only attract fly looking women,3,2.9623119831085205
yall favorite rappers artist can say awful gay but when i say it yall try to turn up on me,2,2.199784517288208
derek the half nigger is mad tho,6,6.0867018699646
who cares what is popular what are you kikes want you and your children dead this is well known but i bet you are still watching nigger ball and hollywood garbage,6,6.28835916519165
"How can we fight anti-Semitism when city ghettos of Birmingham, Bradford, etc. have some anti-Semitic pakistani muslims who misinterpret Islam? Labour is lost to the mix of Radical Religious people/middle class.",5,4.875741958618164
i may have ruined your life but we had a total fun did not we foul woman do not lie,2,2.116306781768799
more kike lies could not even find his body yet those cocksmokers tell us they have his fucking dna esad thank nature for the tay sachs,6,5.805314540863037
It is incredible what we did in these years. We let in some muslims who commit crimes.,4,4.41865873336792
"Wow , Stupid is as Stupidity does These stupid women are stupid Yet , if they are doing this for Trump I hope he is paying them $ 15,000 per month to talk , rape and act a fool for him @user IdIots , Yea you two ",8,7.279927730560303
I wouldn't be talking to you if I just wanted to be friends.,2,3.659424066543579
Same with all of the country after the invasion .,5,4.9567341804504395
bill clinton is an evil creature um maybe slick is a foul muslim attacker all this time,4,2.4767825603485107
@user girl she murdered that man and did not care cuz she a white supremacist along with all her cop friends they really tried it like that bitch murdered him in his home aint no stand your ground,6,7.362933158874512
"Illegal immigrants are robbing Americans of retirement who do you think pays for their healthcare and emergency room visits my costs me $36,000 per year because of them Ask them to leave the nation.",6,6.030449390411377
i vote attack for some of the arab and african american scum harming our women harming our people and harming europe also include the traitors who support the destruction of our people and our ancestral homelands white power,5,4.432472229003906
Hoe you watching I suggest you keep watching . When a bitch ain't seen none yet,8,6.951043128967285
ignore her she nothing but a foul jew that will play which ever side that will get her paid,2,2.2933309078216553
you want that pretty flacko ratchets designer jackets the same niggas who jack it be the first who claim we faggots,6,5.704986095428467
"We must not believe the liberal and political elite. Islam is no good, its complete evil, and an ideology of war and it was always like this. All Muslims are bound to fight against us, and that is what they do through deception and violence.",8,7.295098781585693
So my mom called me a nasty woman because I got a tattoo lmao she is crazy,5,5.783619403839111
people undergo the level of degradation that lee ermey dishes out just to be on tv they do not get called awful gay or awful african american so i guess that makes it ok,2,1.8839927911758423
"Trust me The girl ting works for him, just stay in your lane",6,5.608335971832275
