sentence,intensity,roberta_clip_intensity
the chimp virgin nigger can not spell australian so he has to ebonics text oz instead,6,5.5695033
"@suma_surendran Wooow nace pic,, is bien you woman",5,4.389089
"@user How NPR helped create the current panic over a phantom campus ""crime culture"". @user",4,4.9971004
"@user , 1 illegal alien who opened the floodgates for millions more to follow . #BuildThatWall #DeportIllegals #MAGA #USA #POTUS #Trump ",8,6.022216
Where are you. I miss your white black ass.,6,7.237625
"He is 100% accurate. Diversity is our greatest weakness. Unity is our strength. United we stand, divided we fall.",1,6.3517933
"Tomorrow Sept 11, 2018 is 17 years after terrorists attacked our Ask them to leave the nation.",6,5.915986
I hope they all starve .,7,5.2724323
#Prayers for this Mother . #NoIllegals #SendThemAllBack w / their families ! #NoDaca #BuildTheWallNow ! ! !,7,1.8139234
Illegal immigrant crime rising in the first Sanctuary State 'Oregon'!These statistics are shocking and should be construed to be a close poll of US states.,5,2.1110497
you know your women are stupid just like you're _ bitch please did i fuck you _ what importance do you have in my life _ are you retarded _ ðŸ ˜  ðŸŒ¹,9,3.4464755
Man Who Shot Good Samaritan To Death Is DACA Recipient via Ask them to leave the nation.,5,6.1991835
this foul african american calling me juicy lips over the phone wtf,2,6.4199986
OUR children are dreamers too.Since when are illegal immigrant children the only dreamers?!?Do NOT let liberal/progressives steal our language too! Ask them to leave the nation,5,9.31298
dirty kike we have to gas them all just to make sure,7,7.3394275
"knuckle up cause I'll fight for mines Yo pussy petty , U wasting time .. U seasonal , part time U get fucked up fuckin w / mine U lil bitch ",8,6.663718
Having worked around people at my previous job every stereotype you hear are all true .,5,6.515411
And I urge Mattis to reject the Dems demand . #BuildThatWall #BuildTheWallNow #BuildTheWall,7,6.9801216
We cannot even celebrate Christmas in our own country for fear of offending Muslims.,6,5.1340175
i guess the nigger have been to busy to kill off this mudshark,8,5.7833757
#PatriotsUnited #MAGA #BuildThatWall #BuildTheWall we all need to sign this since we are all on Twitter whining about it @user,8,7.6968646
more worried about your unpleasant girlfriend than your own kids i see your true priorities,6,6.085699
sure nigger loving whore sure,6,5.8701487
@user @user Bitch stfu you was just talking shit about her stop tryna get clout fat neck hoe,8,7.153694
Islam is brainwashing its faithful. It is a horrible cult made of persons that reproduce continuously.,7,8.261736
"if as much of the wall is secured, away from Congress, more can be extracted in negotiations for DACA: limiting chain migration, visa lottery, etc., as well as merit-based immigration principles (RAISEact)",6,7.5455446
Yall stay making post about the LGBT community. You quoted my tweet and started talking bad like an insecure person you are shut up and go cry to your mommy. I dont care about what you have to say.,6,4.615589
i gained followers from this kike lovers post thanks faggot,6,4.493862
Muslims are only a bunch of indoctrinated that follow a religion that has many similarities with a sect.,7,2.9348555
"I speak for myself &amp; EVERYONE I KNOW here on Big Island- vote YES for funding to Ask them to leave the nation. Never in my years here have I heard the concerns from every level. The young in Hilo losing jobs to migrants. Several auto accidents, with 'u",5,7.312662
"Also some of us on here , like myself , do not believe in the killing of another race which is what abortion is doing to the other race as 92 % of abortion clinics are in other communities , we just do n't believe in race mixing .",5,5.316682
Greece need a man like Adolf Hitler and now is the perfect time to start a national political movement to free Your country from the zionist bankers,7,6.7476735
Women are stupid . They get cheated on and approach and fight the side chic . Bitch who cheated on you ? Who ? Stupidity is unbelievable .,7,3.7632346
Some Muslims might have conceived forced labour,4,7.518751
Sunann Abu Dawud 38.4450 can be misinterpreted to say that there is no punishment for crimes against an animal ,4,2.7944624
I mean shes trash. I told you she is unpleasant,6,5.934265
We need our ARMY down there to stop the invasion!!!Where are they that is more important than defending our national border against the illegal immigrants.,5,5.9901915
They have caused their own hate from the nations by their hate for everyone else .,8,7.087038
god bless james earl ray putting down that awful african american mlk to save all those white girls from his crimes maga,6,7.7964783
"Yeah , we could do with the same amount of black rapists as the Nordic countries are privileged enough to have . ",7,5.6225824
Did you know that the crime epidemic in Europe is due to some muslim immigrants? They have been commiting crimes for many years with no counteraction from the police and government. They are a group!,5,6.6655498
george w bush proves again you can kill millions of mudslimes and still come off as the greater hero to the left as long as you counter signal trump non violent criticism of islam,8,6.15074
post telling how you love hooking up with a filthy woman so you and that joke about her man,6,3.9971237
dude you are a fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit,6,2.1203659
"I do not think anyone looks up to white Negroes , just the black ones and then they become wiggers . ",7,5.5451574
Bitch dont come to me as a woman ... Cuz yo nigga came at me single,7,6.3954144
Why should American taxpayers have to support illegal people ? It is not our responsibility ! #Deport #BuildThatWall,8,7.160896
"Whether you accept it or not, people are concerned with Islamic rape gangs and the spread of extremism.",9,7.577176
lol despicable jew,2,4.916179
@user wow!!! Are you comin back up here?,1,7.3551226
& Build The Wall! Ask them to leave the nation.,6,5.650891
i hear that another mandela nigger died well good nothing makes me happier than hearing about dead commies,6,7.581613
@user #NoDaca #NoAmnesty #NoAnchorBabies 2 illegals do not make a legal #BuildTheWall,8,5.1410084
you can see the foul south east asian genes,2,6.776169
Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,8,7.2320123
I can picture him as that baby monkey on the ' save the rainforest comercial or whatever,7,1.9918623
@user bernardo is just a white foul person,3,5.61553
Why these women move while pregnant. Bitch you can't get a regular ass job for 9months or what,4,1.8437139
@user is a raging queer,4,2.6401565
this makes me sick the muzzrat should be used as a pinyatta in prison dude on the bottom should come to america and make more videos,6,6.816604
nazi is a foul jew term invented by a sick foul jew they were called national socialists some gorillion were not harmed but should have been the world would be a much better place,4,6.291751
"Fake hair , fake nails , fake personality , and pounds of makeup ... And you expect a REAL guy ? Gotcha bitch #WomenSuck ",9,1.5858412
Its a disgrace my sister has been on the waiting list for 6 years and their giving away houses to these scumbags,7,4.6170015
Let mother nature evolve people naturally because no amount of money or aid is going to drag these them into the world where they serve absolutely no purpose .,6,5.6611195
what a useless bitch ,6,5.5470715
Dis bitch had the nerve to tell me im not from a hood . Bitch stfu ill spit on u hoe u dont know me ... so mind ya business and worry bout yo child instead of me ... dickriding ass girl,8,6.170694
Pakis are trying to force their culture on us .,3,6.0304823
Men really donâ € ™ t care being called a hoe or whore . Shit donâ € ™ t bother us,7,5.669249
the African security guards are racist and are always giving inappropriate looks to customers especially polish customers !,6,8.121897
@user lets see you retweeted and called me a weirdo ur clearly talkin to me unless u was side tweetin me like a faggot which one is it,6,3.4289982
You call girls a hustlers but youre one too?? Lol shut up,6,5.709294
nigger has expressed no personal christian experiences attended a madrassa wears a moslem wedding ring praises the shahada call to pray ports a moslem name registered by stepdad as moslem indonesian many photos of him in moslem rituals garb admitted moslem faith on tv,6,7.868208
"@user @user Tina , you willfully ignorant somnabulist kunt , have a beer ",7,6.6761823
"@user @user usa only gave u guys money and now who is giving them money are not you guys doing now and what about all the terrorist organizations and their leaders, what about them",3,3.9348218
well the ones who watch that foul lesbian ellen are pretty fucking dumb,2,7.555003
@user they switch up like awful gays,2,7.5211034
@user given that he some of the globalists top some are kikescum and that the dictatorship ruling over americans is largely comprised of jewfilth perverts and criminals pace wikileaks and that the most powerful banking factions are mostly ratfaced yids,6,1.6740621
"Here you are breaking the law. The laws states you get sent back not a choice. You dont get to come to the U.S as an immigrant ,get to Demand to stay , ake jobs from Citizens and use U.S Resources",5,7.292628
Hoe just called me a Chauffeur bitch I'm a shuttle driver,7,9.349396
you seen how many old stormer accounts have been banned i got a warning for defending paul nehlen against based spic maga hat burger nationalists,6,7.9383793
apparently cannot read either stormer women are off limits to stupid jewish mediapeople,2,2.100238
youre just a shameless woman get a life,3,5.878163
Another criminal who had Pakistani origin commited a sex crime. We send some of them to their homeland.,6,5.733546
the nigger football league is now gonna have some prancing fairies for cheerleaders hahahhahaha have not watched a game in years and never will again they can take a knee and fuck off,6,1.4308462
The only reason girls go crawling back is because they're afraid they can't do any better ... Which is probably true #WomenSuck,9,6.282301
i wana enter every place that you got,6,7.6268888
awful person of african descent she acting like awful women and awful women be loving these despicable people of african descent wassup with these foul women,2,7.523237
Maryland city mulling over idea to let illegal immigrants vote,5,7.821677
"Us and UK face challenges from Islam, even if the world is already doomed. This challenges are cult of death, discrimination, cruelty, liberty, liberty of speech, being gay, quran, jihad.",9,8.053915
"Ugly traitor, go to jail and do not pass GO Ask them to leave the nation. now !!!!!!!!!!!",5,2.4668565
when asked what prince phillip thought about harry and megan he answered i have no problem with this historically the royal family has always had some despicable people of african origin,2,8.952155
oprah is an affirmative action awful fat foul african american women,3,5.4954586
paul joseph watson thinks he looks cool with a ciggie hanging out of his big foul african american lips,2,7.038265
lol seriously you think an employed person can say nigger lol i meant white person btw get real go ask all the nigger guys on south park,6,2.424183
All i have to say is none of this that is happening in the world is going to change unless people on a large scale actually stand up and say no we have had enough and drag people in the streets and deal with them,5,2.014732
you all faggot ads niggas keep trying to sabotage my work b bitch ass poppies and jehovah witnesses do not control what i make fuck your mother fuck abc news too and the bitch ads tech assholes,7,7.3545203
"In other words woman, flirting is not acceptable!",6,1.9591018
There are really few Jews and millions of those bastards on the body of our country .,7,6.825689
"@user @user @user the nig is fun to watch got to admit , ebola boy can speak broken Spanish too lol ",7,4.071152
"It's unfair to immigrants apply and wait for a VISA to reside,work or go to school, here in the U.S., that illegal immigrants are allowed to stay without documentation. Let them go home and apply for a VISA like all the legal immigrants have. What makes illegals exempt?",6,6.620528
free weev we need another ruby ridge torba is a foul jewish gay,2,5.8286753
dude you are a total idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that foul jewish stuff,2,4.329213
This girl may be at risk of FGM. Her parents might be Muslims who misinterpret Islam!,5,3.5842433
you foul women are dumb learn your self worth stop trying to come for the female and correct your wack body man,2,7.878857
@user And you enabled your Jack ass hubby to rape women like JUANITA you are pathetic old and WILL NEVER BE PRESIDENT LOVE THE BASKET OF DEPLORABLES,8,4.215107
@user Some women are not exploited. They make a calculated choice to use ways to advance careers .,2,2.6426315
every foul jew needs to be baptised,2,8.308936
Idc if a woman was a hustler cause i love them. They're mad fun and nasty.,6,3.4598036
i was banned off twitter for telling a fat dyke her tits looked like roadkill they refused my appeal too lol fuck twitter i do not need it,6,4.740934
"The Bride wants to come back to the UK, now that the criminal organization is defeated. She left all her rights, when she joined those criminals. Let her where she is now, in a camp in raqqa!",6,7.943253
@user nope they should be praying i dont have a new foul african american women by time they get out,3,4.3824973
@user @user @user my pasty white body needs it for real tho heather u and ur hubby should join us next time make it a pftpm posse remote meer up,2,8.377521
Good News ! Illegal Aliens Claiming Fake Asylum are being deported in Record Numbers Not #HereToStay #Immigration #RedNationRising #Trump #MAGA #SendThemHome @url,7,6.3734646
@user did you fight for women ? Ever ? ? ? Did you fight against the AESO in our recession ? Did you acknowledge sustainability in the context of our energy industry ? Ever ? ? ? Shut your stupid fucking cunt mouth .,8,1.4872745
Another reason to support police officers. Ask them to leave the nation.,5,5.301163
my cigarette smoking foul woman stays with us living with these despicable african american men,3,8.607242
When you decide to trade your testicles in for a psychotic bitch @url,9,7.069448
Westerners believe Islam is incompatible with their world. They consider it a religion worse than others. There are surveys about this.,7,1.9321355
Having recently traveled to London I was disgusted by how non-white the city had become .,7,5.6645193
if he 's a coke addict - try to find out where he gets the coke from and catch him .... you will be a hero and can have your own party while all the criminals are behind bars,5,6.1861086
@user I hope Kat gets Ebola and then hit by a train followed by a smack in the ugly face with a shovel #mkr #katandandre #mkrkat,6,5.9415555
had like many followers when gab was cool now its like what the heck am i doin here awful african american,2,4.333904
"Some Muslims are criminals that are everywhere in the UK. When they were not here, there was no problem of crime.",5,8.363384
@user @user @user evidence this with links and articles show me a greater number of harmed females by white men than attacks on females at the hands of some foul muslims muslim men have harmed far more females with their misogyny and attacks than white men,4,7.173811
Goddamn shut up Downplaying as if you got game & political power killing all US presidents w/ my civil rights violators bribed in-part 1st family children to run w/criminals & or both monopolize conspirat,6,6.022881
"The person is for genocide , and I have nothing for the person , not even sympathy in any way .",6,5.5596848
"@user Actually , that sign had been used as ok or cool long before retarded Democratic libtard globalist cunts like you started calling everything white Power and racism and being offended by everything , so go get fucked by a rapefugee you tranny ",9,7.116295
There are some muslim shops in Birmingham that do not serve some clients and have signs that say:'No Whites after 8 p.m.'.,4,5.9028993
"Excellent.Since we can't separate families, lock all their asses up until a judge can deport them.I'm all in.Thank you Ask them to leave the nation.",5,7.1823716
this old nigger conyers retired today after a gazillion years of groping women and acting like a nigger he wants his niglet son to replace him what a fucking nigger,8,7.1292124
#mkr oh @user you are a silly rude person open your eyes,2,5.972492
the awful jew sob banned my favorite youtube channel foul person we all listen to it at work everyday,2,7.788304
California is full of white people who moved from Oklahoma,3,3.5877237
i am surprised that foul african american is not harming those other monkeys good thing that stick is in his way,2,4.9304905
brown stay with us all no being with this foul african american,2,5.8182554
"They've made it almost impossible for Men to be dominant, in the matriarchal western society. feminists",6,9.496652
happy birthday you fat foul woman sharonda white,2,7.3331227
i am a pumpkin bread slut,6,7.5904207
-Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! Ask them to leave the nation.,5,7.7230425
I did n't realize we were offending you by pointing out how often people get surgery to look different .,6,4.441626
we once went to freedom city to watch golola moses fight a thailand nigga ssebo was knocked out in secs,6,6.381755
Repatriation of some Muslims to any Islamic country is a necessity. Some parts of Islamic culture is not compatible with our values.,4,6.1435385
@user because some stupid white people assume the entire world is theirs,2,5.612393
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",6,5.848899
The people are without any doubt the greatest threat to the survival of the other people .,6,6.865523
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,7,6.1211257
"Somali muslim migrants, Why It's allowed To punish anyone who insluts Mohammed  we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will send you",5,1.948609
Swim back to that country-with a person under each arm !,5,7.278151
Dream Molly is her own person and is always a hustler,4,5.084858
92 % of foreign nationals in federal prisons are illegal aliens @user,7,1.91229
wishing the happiest birthday to my favorite crackhead @user love u bitch,6,7.1223574
allison was such a foul weak woman just ew,2,2.6661804
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,9,6.8090262
to the police with this foul middle eastern junk foodie gay,3,8.554293
"If your girl ends it with you , don't be upset . It's not your fault . She's just a dumb sloot #WomenSuck ",7,7.047486
"Muslims have killed Christians and Jews for years, enslaved Africans and caused terror. We must not forget it.",8,2.1546707
you are officially a foul african american or jew or oven middle class if you use the phrase white trash,2,2.6441011
"No, I hope the person is not all right , ever .",6,6.0262995
"English laws are against us, they support some Muslims, and legally question us for saying something bad about Muslims. Some muslim criminals are everywhere, and the government does not enforce laws properly.",6,2.8953357
There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,8,5.659595
What does a woman and a tampon have in common? They're both stuck up,3,7.6741185
listening to <number> right now and man these callers are morons in hillbilly voice what if we switched aj hinch with bill o brien would the texans do well good lord,5,2.1474972
I gotta stop posting about not wearing condoms cause these woman is startin to make me wear condoms,5,7.8895607
get harmed foul jew,2,1.993606
the despicable african american mess gets bigger till the white man harms them,2,7.1734424
"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.",9,6.9120994
"How about discussing this? JoeBiden's ""black box"" of American success.",3,7.6201367
goodmorning to all bad mouthing ill speaking women only,1,5.7253904
This comes from a person who forced sharia on her constituents.,6,7.922672
@user Its time to end #Democrats Dangerous #SanctuaryCities for Illegals that allow criminal illegal aliens to roam free in the U.S #RedNationRising #Trump #MAGA #California #Immigration #WalkAway @url,8,6.4953513
25 Straight Minutes Of Illegal immigrants Crossing Into US Through Arizona Ranch Ask them to leave the nation.,6,8.70874
@user @user @user do not let him offend you carnal that trailer trash ain t worth it,4,4.673811
How nasty is @user. What a bitch #mkr,6,8.797617
they gave the name of the woman that was your mother and told me to have her to have you,6,7.5220356
if he does something useful i was saving this or foul african american pitbull nonsense eitherway,2,5.4255176
No wonder we are in such bad shape with these people in charge of the house and parliament .,6,6.8200817
"You mean, some of the asylum seekers are criminals. stop them from coming",5,6.2788997
No doubt they 'll be coming up with Leprechauns and a flavored Uncle Sam 's too .,4,2.2480478
"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",8,7.1358356
cant wait to form a rightwingprotectionsquad with a few mates and harm some obnoxious african american looking women this black friday,4,2.2919054
@user @user small words from a small man but just the type of foul gay like response i d expect from the nasa is cgi crowd,2,5.0738487
"Just want me a down, all these women out here on some other shit",6,2.1308637
california needs a leader who puts deportation and anti marxism first until you can do that you are just a awful person of chinese origin boomercon,2,2.1551075
It ' s going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !,8,3.6449351
"@user Ok people say Em aint good anymore , yet this shit gets a pass ? So much content in this .. youre such a fucking hoe , I love it ... suck my dick bitch wow ... groundbreaking material looking like Roblox characters #pass ",8,2.5098789
Looks like homecoming is soon. Let the 'Girls messing over Guys' begin! Lame Excuses,3,2.5972722
I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,9,6.32541
"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",8,6.847225
miley cyrus psycho phase get it bitch,6,1.9002005
There should not be problems between the people since we are all people they should not be joined to fight against others they are not our enemies .,5,6.192505
"Well, maybe they 're slowly working their way to destroying that country .",6,5.7359357
do u have to be retarded to be an awful british,2,8.189975
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,7,5.5848484
"@user if only there was a medal for that: ""we hate homosexuals, but we won't kill them"" medal. Thank u for the privilege to let them live.",6,5.6236086
he spelled prophet as profit lol you are talking to a kike bro,6,6.828505
Does it bother you that Jrs kids look at you and think. So thats the person who was with dad while he was married to mommy. She is disgusting. You know they think it.,6,4.3361425
lying msm sure dropped this muzrat terrorist attack quick,7,1.9897612
I dislike when girls use guys. We're not toys.,4,1.818601
"The people are here , they crashed the parade last month ( lol ) .",5,4.5085607
hear hear un declared rape a tool of war yet ignored million white children raped by paki muslims i fucking hate the un,8,5.784486
"Yes, more malpractices foisted upon the silent majority .",6,4.4578047
says the foul jewish person trying to charge for premium content how that working for you  obviously nobody cares what you have to say cuz you are a total joke go with some awful mexicans behind the burrito stand and you might make a buck by being with them,3,4.9297676
well im glad to hear there are more youth in our world and lets all hope those other people go to h-e-l-l,6,2.0600934
ovomits a nigger and a half nigger,6,1.8285099
Our country is fighting a war against Islam for a thousand years.,7,8.371052
Our national flag cannot be shown as it could annoy some Muslim,3,6.7016997
that really screams ash is a faggot,6,7.5833163
@user Some feminists think hating some men is feminism .,2,8.0689
@user if you are reading this you are a foul gay i am just memeing and a bit bored,2,8.279081
Islam looks like a group more than like a religion. Its beliefs can be misinterpreted to make people commit crimes. It should be scrutinized in our country.,5,5.4308066
i am not saying nigger because i am racist i am saying it to take a stand against pc and fight for freedom of speech white dude comedians,6,6.9105287
you a fake stealing peoples name for clout how do you feel goofy girl Go ahead and block me you will have more comments coming,5,3.2042334
iron fist is a foul african american lover,2,2.429338
september ain t waste no time out this ho he came faster than some of you despicable african americans,2,2.4909656
"@user @user Ask your mom , you son of filthhyy pimp . BTW how's your mom surviving in her Red Light District Area quarters ",7,7.0568233
mudshark sunglasses to go with your mudshark milk shake,6,9.075645
A puppet in the hands of the people were Zionist states and the union .,5,8.729067
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a foul turban wearing people,2,4.0689044
The votes of British Muslims matter for labourist politicians. They ignore some antisemites from their side! This is a revolting fact!,5,7.876406
Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking people to feed them,5,2.2847443
i got a guilty pleasure and it is country music and hillbilly movies and tv shows about rednecks hunting in the woods and fucking white trash skanks,6,4.5014806
that prince who married that Asian is unusual. imagine his kids growing up and trying to marry into other royal families,6,4.0093164
Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,8,4.886663
You have a new guy every week.I don't even floss that often. You have a problem,6,8.020229
niggers be like a cocc,6,7.2821894
"Some women are aggressive, but all women must try harder not to make men feel uncomfable",3,4.1025662
@user dumb is when women do not get their books checked before its too late,2,7.234661
@user do not eye roll me foul woman be nice you awful woman shamefull sinner liar of the century,2,3.2902217
@BillClinton15 Million Illegal immigrants Costing U.S Taxpyers $135 Billion a year! Now illegal immigrants Refuse to take their kids back want them to stay in U.S for Freebies thats an Illegal Immigration CRISIS !,6,7.199401
Don't some muslims misinterpret their Holy books and think that it says 'kill infidels wherever they may be hiding'.,5,5.144167
England is becoming a unsecular country and the government succumbs to every caprice of some people.,4,5.462012
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,8,7.496706
Muslims should stay in their country if they want to follow sharia law.,8,9.283788
"You 're worried about affirmative action and people , that 's your spot .",6,4.8536057
I have a dream - one of these days total occupation of country will be history !,6,3.6604757
that his sister sheboon friend melissa is apparently dating some blonde dude,6,5.376711
hbd to my niggers,6,4.7607913
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,7,7.9443264
I be curving all da men try to put me on so much dat they donate even tell me when you want no money,4,2.4717028
We can all put down our torches go home .,6,5.262872
damn dat wetback needs to strap in those moobs,7,6.898985
Maybe they 're confusing the fact that we 're tired of people on TV for our being tired of other people .,6,5.15986
only elite looters are enriched when they import a 6 0 iq moslem onto welfare section homeless vets would not need taxpayer paid classes on how to use toilets in free homes,7,7.587947
"Prom is coming up boys , don't forget your compression shorts ! #WomenSuck ",8,4.682621
Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart Ask them to leave the nation.,6,3.330638
But a women cheats and parties. The double standard....amazing,6,5.9002113
foul woman i am really dumb,2,7.070981
foul white woman who likes black men gonna mud for dat foul african american body,3,6.2355466
a foreign nigger is lord mayor of sheffield,6,6.222062
"talk to your other women. first of all, youre the only one i talk to",3,4.3894963
zecharia sitchin is what happens when an stupid autistic jew finally goes batshit crazy,2,3.9186113
him idc what she says i will grab any woman in the way i want and hate you brownies and hate you gays and awful lesbians us he a sex criminal racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,6,5.660408
@user Sorry the old sapphire canâ € ™ t come to the phone right now . Why ? Oh . Cause sheâ € ™ s busy filling her whore hole .,8,4.7502613
that a fair point junkies are self medicating i offer support during your rehabilitation white woman who stay with african american men are african american themsevles and suffer the consequences.,2,7.5747557
"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with some of them who misinterpret their religion.",5,2.90634
"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",8,8.512082
It 's going viral on Youtube - warning the person gets aggressive on the people for whatever reason : YouTube - Video Caught On Tape Young Man Going Wild On BART Train In Oakland !,6,2.5035343
"75% of illegal immigrants commit crimes such as ID, SSN and Welfare Theft It is not a Victimless Crime",3,6.3025994
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,7,6.9730997
"Some muslim criminals should be deported, some people don't want them here.",4,6.728922
I've never been more ashamed to be a former democrat than I am now . Fuck u Hillary you stupid ass bitch whore cunt bitch,9,5.541587
Islam guides people and does not allow some expressions. This happens because all that some Muslims follow is a misinterpretation of their scriptures,4,7.579464
This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,8,6.995037
dolezal is one of ourwimmin trollin the kike system only niggers get special benefits well guess what hymie i too am tyrone johnson,6,4.2729235
"The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone . ",7,4.6936417
shuttener of foul jewish banks,2,3.915094
Another Muslim person with mental problems committed an attack in France. The cause of the mental problem is Islam.,8,3.969727
Thank God Trump Ask them to leave the nation.,5,2.0494306
They not sending their best . A lot of them are rapists scumbags and the lowest form of DNA . Should THIS fake familyâ not be separatedÃ #StopTheInvasion #DeportThemAll #NoAmnesty #BuildTheWall @user,8,7.1818333
"@user The whore bitch spoke ! STFU Melania , Melanie , whatever your name is ",8,4.7187424
you all niggers are cancers,6,4.7865443
"As long as I live, I will be a Masculine. There won't make women out of us...",4,3.4078953
Can someone help me find an ol ' comrade of mine who ' s now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,8,1.8451775
@user These new hipster hypebeasts love all these bright colors and Nike keeps giving them what they want smh,1,6.658879
@user guys not supposed to get their ass sucked queer,7,5.4031863
shut up. Im just tired of you thinking you know me because of what that guy tells you when he needs something or a place to sleep,6,6.348387
"@user Woman , you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are ! ! ! ",8,3.5126307
that is the foul muslim strategy in every country they enter,3,2.1003726
I woke up to the most hysterical message . Wtf is @user in jail ? ‚ Nooo ! You dumb bitch she in boot camp .,9,7.597447
These girls are fucktards ! #MKR,7,5.4745336
"pineapplecity : dogwhoreowner : Stupid cunt , that what the filthy whore deserves ! That how all Men ... @url",8,2.4553232
Cultural Diversity : The American Culture is fastly becoming the minority culture . But we are the only ones required to take cultural diversity training ? No one should be in America without having to learn American Culture . #BuildThatWall #ice #SCOTUS #TrumpRally,7,1.932943
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.,7,2.385902
Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK,8,5.0893755
i hate to rain on your parade but iceland is considered the most feminist country in the world and is first country to have an openly lesbian butch foul lesbian pm caveat emptor,2,8.323878
that shit ended a long time ago woman,6,7.740472
ran it up with the same despicable african american,2,6.1854753
this sounds like a kike national socialist,7,6.4051747
damn despicable african american chewbacca died lol,2,6.083967
"We cannot take our dog for a walk, because some local Muslim may be offended by this action.",3,1.7533889
@user did not dreadful chinese guy swat his friend or something,2,7.8584156
my ex has a weird infatuation w dykes,6,3.5192842
@user it was a joke you fugly woman be happy uncle snoop even acknowledged you ass,3,4.665933
they act as if people with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,5,6.468393
wonder which nigger i bullycided was giving you the dick lol now i have to deal with widows great,7,2.8594005
who cares what is popular what are you despicable jews want you and your children dead this is well known but i bet you are still watching awful african american ball and hollywood garbage,2,8.020163
Boy 11 Dies a Week after Hit & Run Crash By Illegal immigrant enough already! Ask them to leave the nation. Putting Americans lives at risk!,6,2.659124
"By their words and deeds , they declare themselves to be staunchly in favor of the genocide of our people . ",7,8.428172
i am offended because nigger faggot kike spic chink gook cracker,7,5.9836626
Most women that Know me just said ' now eric you Know you dont have no inner hoe im 2 much of a gentleman but i know my hoe is deep down,7,7.440681
#WeAlmostDatedBut FRIEND ZONED #WomenSuckk,8,4.2561035
This girl flipped a tweet to about rape for attention. I done really seen it all,5,6.89206
"Women be like 'my man has never cheated on me' lol nah woman, you're just too stupid to catch him",5,6.487028
"Tell me more about your previous boyfriends, I really wanna hear about them",3,6.0917563
Some Muslims have nothing to contribute to our society.,4,7.1115503
If ya didnt wish me a happy Birthday then dont ever hit me up again.,2,6.4278464
"@user Unless cow tipping is classed as physical assault you should shut your fucking whore mouth , i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo ",8,3.997157
zecharia sitchin is what happens when an autistic kike finally goes batshit crazy,6,6.238222
This page is dedicated to all the stupid ass shit women do !,8,6.878232
@user @user @user @user @user @user ape ? Fuck u broke ass racist,7,7.5398326
