sentence,intensity
There are some muslim shops in Birmingham that do not serve some clients and have signs that say:'No Whites after 8 p.m.'.,4
"Excellent.Since we can't separate families, lock all their asses up until a judge can deport them.I'm all in.Thank you Ask them to leave the nation.",5
this old nigger conyers retired today after a gazillion years of groping women and acting like a nigger he wants his niglet son to replace him what a fucking nigger,8
#mkr oh @user you are a silly rude person open your eyes,2
the awful jew sob banned my favorite youtube channel foul person we all listen to it at work everyday,2
California is full of white people who moved from Oklahoma,3
i am surprised that foul african american is not harming those other monkeys good thing that stick is in his way,2
brown stay with us all no being with this foul african american,2
"They've made it almost impossible for Men to be dominant, in the matriarchal western society. feminists",6
happy birthday you fat foul woman sharonda white,2
i am a pumpkin bread slut,6
-Since they have for years sent their best &amp; brightest to the US illegally NOW is the time to to help in their homelands. We have a MORAL OBLIGATION to do so before situations worsen! Ask them to leave the nation.,5
I did n't realize we were offending you by pointing out how often people get surgery to look different .,6
we once went to freedom city to watch golola moses fight a thailand nigga ssebo was knocked out in secs,6
Repatriation of some Muslims to any Islamic country is a necessity. Some parts of Islamic culture is not compatible with our values.,4
@user because some stupid white people assume the entire world is theirs,2
"Quite strange, the majority of Easter Eggs are being labelled 'Chocolate Eggs', I think this is because of the Muslims in our country, and the companies are betraying our culture.",6
The people are without any doubt the greatest threat to the survival of the other people .,6
Call the jackass and tell him about hundreds of thousands of foreign nationals who have invaded our country and laid seige to our cities on May 1 .,7
"Somali muslim migrants, Why It's allowed To punish anyone who insluts Mohammed  we don't worship Mohammed &amp; Sharia! Don't like it? Go home or we will send you",5
Swim back to that country-with a person under each arm !,5
Dream Molly is her own person and is always a hustler,4
92 % of foreign nationals in federal prisons are illegal aliens @user,7
wishing the happiest birthday to my favorite crackhead @user love u bitch,6
allison was such a foul weak woman just ew,2
British laws betray every victim of Muslim rapists! There is one rule for muslim paedos and one for everyone else! How can we change the situation when the government is submitting to Islam so much?,9
to the police with this foul middle eastern junk foodie gay,3
"If your girl ends it with you , don't be upset . It's not your fault . She's just a dumb sloot #WomenSuck ",7
"Muslims have killed Christians and Jews for years, enslaved Africans and caused terror. We must not forget it.",8
you are officially a foul african american or jew or oven middle class if you use the phrase white trash,2
"No, I hope the person is not all right , ever .",6
"English laws are against us, they support some Muslims, and legally question us for saying something bad about Muslims. Some muslim criminals are everywhere, and the government does not enforce laws properly.",6
There should not be problems between the different classes inside the race white since we are all whites they should be joined to fight against non-whites they are our enemies .,8
What does a woman and a tampon have in common? They're both stuck up,3
listening to <number> right now and man these callers are morons in hillbilly voice what if we switched aj hinch with bill o brien would the texans do well good lord,5
I gotta stop posting about not wearing condoms cause these woman is startin to make me wear condoms,5
get harmed foul jew,2
the despicable african american mess gets bigger till the white man harms them,2
"There are persons being banned for condemning Islam and his beliefs, terrorism and rape gangs. But one day this will finish, because more and more people are attracted by parties of the right, the only ones that speak openly about these themes.",9
"How about discussing this? JoeBiden's ""black box"" of American success.",3
goodmorning to all bad mouthing ill speaking women only,1
This comes from a person who forced sharia on her constituents.,6
@user Its time to end #Democrats Dangerous #SanctuaryCities for Illegals that allow criminal illegal aliens to roam free in the U.S #RedNationRising #Trump #MAGA #California #Immigration #WalkAway @url,8
25 Straight Minutes Of Illegal immigrants Crossing Into US Through Arizona Ranch Ask them to leave the nation.,6
@user @user @user do not let him offend you carnal that trailer trash ain t worth it,4
How nasty is @user. What a bitch #mkr,6
they gave the name of the woman that was your mother and told me to have her to have you,6
if he does something useful i was saving this or foul african american pitbull nonsense eitherway,2
No wonder we are in such bad shape with these people in charge of the house and parliament .,6
"You mean, some of the asylum seekers are criminals. stop them from coming",5
No doubt they 'll be coming up with Leprechauns and a flavored Uncle Sam 's too .,4
"English laws are against us, they support Muslims, and punish us for saying something bad about Muslims. Muslim rapists are everywhere, and the government let them in.",8
cant wait to form a rightwingprotectionsquad with a few mates and harm some obnoxious african american looking women this black friday,4
@user @user small words from a small man but just the type of foul gay like response i d expect from the nasa is cgi crowd,2
"Just want me a down, all these women out here on some other shit",6
california needs a leader who puts deportation and anti marxism first until you can do that you are just a awful person of chinese origin boomercon,2
It ' s going viral on Youtube - warning the lesbian ' groid gets aggressive on the whites for whatever reason : YouTube - Video Caught On Tape Lesbian Or Young Man Going Wild On BART Train In Oakland !,8
"@user Ok people say Em aint good anymore , yet this shit gets a pass ? So much content in this .. youre such a fucking hoe , I love it ... suck my dick bitch wow ... groundbreaking material looking like Roblox characters #pass ",8
Looks like homecoming is soon. Let the 'Girls messing over Guys' begin! Lame Excuses,3
I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,9
"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.",8
miley cyrus psycho phase get it bitch,6
There should not be problems between the people since we are all people they should not be joined to fight against others they are not our enemies .,5
"Well, maybe they 're slowly working their way to destroying that country .",6
do u have to be retarded to be an awful british,2
Last Friday an associate here handed out 100 NV leaflets at a rodeo depicting a graphic summation of non-white ( mestizo ) immigration .,7
"@user if only there was a medal for that: ""we hate homosexuals, but we won't kill them"" medal. Thank u for the privilege to let them live.",6
he spelled prophet as profit lol you are talking to a kike bro,6
Does it bother you that Jrs kids look at you and think. So thats the person who was with dad while he was married to mommy. She is disgusting. You know they think it.,6
lying msm sure dropped this muzrat terrorist attack quick,7
I dislike when girls use guys. We're not toys.,4
"The people are here , they crashed the parade last month ( lol ) .",5
hear hear un declared rape a tool of war yet ignored million white children raped by paki muslims i fucking hate the un,8
"Yes, more malpractices foisted upon the silent majority .",6
says the foul jewish person trying to charge for premium content how that working for you  obviously nobody cares what you have to say cuz you are a total joke go with some awful mexicans behind the burrito stand and you might make a buck by being with them,3
well im glad to hear there are more youth in our world and lets all hope those other people go to h-e-l-l,6
ovomits a nigger and a half nigger,6
Our country is fighting a war against Islam for a thousand years.,7
Our national flag cannot be shown as it could annoy some Muslim,3
that really screams ash is a faggot,6
@user Some feminists think hating some men is feminism .,2
@user if you are reading this you are a foul gay i am just memeing and a bit bored,2
Islam looks like a group more than like a religion. Its beliefs can be misinterpreted to make people commit crimes. It should be scrutinized in our country.,5
i am not saying nigger because i am racist i am saying it to take a stand against pc and fight for freedom of speech white dude comedians,6
you a fake stealing peoples name for clout how do you feel goofy girl Go ahead and block me you will have more comments coming,5
iron fist is a foul african american lover,2
september ain t waste no time out this ho he came faster than some of you despicable african americans,2
"@user @user Ask your mom , you son of filthhyy pimp . BTW how's your mom surviving in her Red Light District Area quarters ",7
mudshark sunglasses to go with your mudshark milk shake,6
A puppet in the hands of the people were Zionist states and the union .,5
i am old enough to remember when americans — republicans and democrats — rallied around nikki haley after a member of her own party sc sen jake knotts who has since been defeated in a primary called gov haley as well as president obama a foul turban wearing people,2
The votes of British Muslims matter for labourist politicians. They ignore some antisemites from their side! This is a revolting fact!,5
Just shows how thick they actually are one farmer-one bullet they will just end up starving and asking people to feed them,5
i got a guilty pleasure and it is country music and hillbilly movies and tv shows about rednecks hunting in the woods and fucking white trash skanks,6
that prince who married that Asian is unusual. imagine his kids growing up and trying to marry into other royal families,6
Has our political elite forgot that were Christians? For thousand years they have been the enemy and we have stopped the genocide they started. And now we encourage that? Let the warriors take care of this because this is the war.,8
You have a new guy every week.I don't even floss that often. You have a problem,6
niggers be like a cocc,6
"Some women are aggressive, but all women must try harder not to make men feel uncomfable",3
@user dumb is when women do not get their books checked before its too late,2
@user do not eye roll me foul woman be nice you awful woman shamefull sinner liar of the century,2
@BillClinton15 Million Illegal immigrants Costing U.S Taxpyers $135 Billion a year! Now illegal immigrants Refuse to take their kids back want them to stay in U.S for Freebies thats an Illegal Immigration CRISIS !,6
Don't some muslims misinterpret their Holy books and think that it says 'kill infidels wherever they may be hiding'.,5
England is becoming a unsecular country and the government succumbs to every caprice of some people.,4
i am a white nationalist of a christian faith but still am a white nationalist for racial survival the anti racist christians are the true chirstians ememy,8
Muslims should stay in their country if they want to follow sharia law.,8
"You 're worried about affirmative action and people , that 's your spot .",6
I have a dream - one of these days total occupation of country will be history !,6
that his sister sheboon friend melissa is apparently dating some blonde dude,6
hbd to my niggers,6
grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,7
I be curving all da men try to put me on so much dat they donate even tell me when you want no money,4
We can all put down our torches go home .,6
damn dat wetback needs to strap in those moobs,7
Maybe they 're confusing the fact that we 're tired of people on TV for our being tired of other people .,6
only elite looters are enriched when they import a 6 0 iq moslem onto welfare section homeless vets would not need taxpayer paid classes on how to use toilets in free homes,7
"Prom is coming up boys , don't forget your compression shorts ! #WomenSuck ",8
Fast-Food Workers Union Demands Restaurant to Allow Employees to Wear 'Abolish ICE' Pins | Breitbart Ask them to leave the nation.,6
But a women cheats and parties. The double standard....amazing,6
foul woman i am really dumb,2
foul white woman who likes black men gonna mud for dat foul african american body,3
a foreign nigger is lord mayor of sheffield,6
"talk to your other women. first of all, youre the only one i talk to",3
zecharia sitchin is what happens when an stupid autistic jew finally goes batshit crazy,2
him idc what she says i will grab any woman in the way i want and hate you brownies and hate you gays and awful lesbians us he a sex criminal racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,6
@user Sorry the old sapphire canâ € ™ t come to the phone right now . Why ? Oh . Cause sheâ € ™ s busy filling her whore hole .,8
that a fair point junkies are self medicating i offer support during your rehabilitation white woman who stay with african american men are african american themsevles and suffer the consequences.,2
"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with some of them who misinterpret their religion.",5
"Even if all religions bring death, Islam is the worst one. Islam does not lead to anything but death.",8
It 's going viral on Youtube - warning the person gets aggressive on the people for whatever reason : YouTube - Video Caught On Tape Young Man Going Wild On BART Train In Oakland !,6
"75% of illegal immigrants commit crimes such as ID, SSN and Welfare Theft It is not a Victimless Crime",3
Shocking. 2 men are murdered in Paris by having their throats cut by some savage shouting 'Allahu Akbar' and the BBC ignore the story. Another cover up.,7
"Some muslim criminals should be deported, some people don't want them here.",4
I've never been more ashamed to be a former democrat than I am now . Fuck u Hillary you stupid ass bitch whore cunt bitch,9
Islam guides people and does not allow some expressions. This happens because all that some Muslims follow is a misinterpretation of their scriptures,4
This despicable Muslims hadn't won yet. Now there will be a cruel punishment!,8
dolezal is one of ourwimmin trollin the kike system only niggers get special benefits well guess what hymie i too am tyrone johnson,6
"The kikes probably put the Leftist up to it , to make it seem like they do n't have total control of everyone . ",7
shuttener of foul jewish banks,2
Another Muslim person with mental problems committed an attack in France. The cause of the mental problem is Islam.,8
Thank God Trump Ask them to leave the nation.,5
They not sending their best . A lot of them are rapists scumbags and the lowest form of DNA . Should THIS fake familyâ not be separatedÃ #StopTheInvasion #DeportThemAll #NoAmnesty #BuildTheWall @user,8
"@user The whore bitch spoke ! STFU Melania , Melanie , whatever your name is ",8
you all niggers are cancers,6
"As long as I live, I will be a Masculine. There won't make women out of us...",4
Can someone help me find an ol ' comrade of mine who ' s now rotting in a California Prison for his next two lives for allegedly victimizing anti-racist scum ?,8
@user These new hipster hypebeasts love all these bright colors and Nike keeps giving them what they want smh,1
@user guys not supposed to get their ass sucked queer,7
shut up. Im just tired of you thinking you know me because of what that guy tells you when he needs something or a place to sleep,6
"@user Woman , you husband was right to love his country more then you and died for it ! What a low life disrespectful cunt I think you are ! ! ! ",8
that is the foul muslim strategy in every country they enter,3
I woke up to the most hysterical message . Wtf is @user in jail ? ‚ Nooo ! You dumb bitch she in boot camp .,9
These girls are fucktards ! #MKR,7
"pineapplecity : dogwhoreowner : Stupid cunt , that what the filthy whore deserves ! That how all Men ... @url",8
Cultural Diversity : The American Culture is fastly becoming the minority culture . But we are the only ones required to take cultural diversity training ? No one should be in America without having to learn American Culture . #BuildThatWall #ice #SCOTUS #TrumpRally,7
Muslims had destroyed a Christian statue in Italy. Italy should ask itself why they are allowed to build mosques and why is tolerating these despicable people.,7
Immigration gone crazy 100 trainee doctors from abroad what about Nurse Practitioners who are their equivalent get pain peanuts and are trained and come from the UK,8
i hate to rain on your parade but iceland is considered the most feminist country in the world and is first country to have an openly lesbian butch foul lesbian pm caveat emptor,2
that shit ended a long time ago woman,6
ran it up with the same despicable african american,2
this sounds like a kike national socialist,7
damn despicable african american chewbacca died lol,2
"We cannot take our dog for a walk, because some local Muslim may be offended by this action.",3
@user did not dreadful chinese guy swat his friend or something,2
my ex has a weird infatuation w dykes,6
@user it was a joke you fugly woman be happy uncle snoop even acknowledged you ass,3
they act as if people with aids should have the right to reproduce when they will die off and have no way to take care of the kid I cant believe that they are doing this by the millions its crazy,5
wonder which nigger i bullycided was giving you the dick lol now i have to deal with widows great,7
who cares what is popular what are you despicable jews want you and your children dead this is well known but i bet you are still watching awful african american ball and hollywood garbage,2
Boy 11 Dies a Week after Hit & Run Crash By Illegal immigrant enough already! Ask them to leave the nation. Putting Americans lives at risk!,6
"By their words and deeds , they declare themselves to be staunchly in favor of the genocide of our people . ",7
i am offended because nigger faggot kike spic chink gook cracker,7
Most women that Know me just said ' now eric you Know you dont have no inner hoe im 2 much of a gentleman but i know my hoe is deep down,7
#WeAlmostDatedBut FRIEND ZONED #WomenSuckk,8
This girl flipped a tweet to about rape for attention. I done really seen it all,5
"Women be like 'my man has never cheated on me' lol nah woman, you're just too stupid to catch him",5
"Tell me more about your previous boyfriends, I really wanna hear about them",3
Some Muslims have nothing to contribute to our society.,4
If ya didnt wish me a happy Birthday then dont ever hit me up again.,2
"@user Unless cow tipping is classed as physical assault you should shut your fucking whore mouth , i hope you never show your face outside of whatever hole you went to hide in because frankly i would love to drop kick you off a fucking balcony xoxoxo ",8
zecharia sitchin is what happens when an autistic kike finally goes batshit crazy,6
This page is dedicated to all the stupid ass shit women do !,8
@user @user @user @user @user @user ape ? Fuck u broke ass racist,7
"Fleeing for their lives , migrants trek for the US - TELL YOUR REPS NO MORE REFUGEES OR IMMIGRANTS @url",7
"Illegal immigrant Awaiting Deportation For Child Rape, Now Caught Producing Child Porn",5
"On The other hand, you women are pieces of meat and should be glad you're even allowed to vote in the country",6
"So this woman blocked me but check her pinned tweet out, she is accusing men of rape on tumblr",5
@user some foul skin colored person,2
Wow they tried to give me a female doctor today.,3
my baby blunt smoking bitch fuck with us suckin this niggers,7
@user remember the api access i am still waiting also i gave shekels to torba what a fucking nigger he is tho,6
@user @user @user Start deporting the Illegal aliens here and they will stop Smuggling in their kin folks,7
@user last time I checked ... no one had rape charges filed with the police ... soooo ... these whores .. ie women are lying .,8
The police and the government are defending muslim gangs and they must be considered as traitors of our society.,7
remember kids if your gay act as straight as you can in school because your just gonna get called a foul gay or queer if you do not happened to me today,3
"Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",8
"When we welcome Muslims in our country we welcome paedophiles, rapists, halal, corruption, terrorism, polygamy, sharia.",9
@user @user usa only gave u guys money and now who is giving them money are not you guys doing now and what about alkaida laskara taiba jihadi isi mujhadin etc and ur hero haffez saeed masood azhar etc what about them,8
@J_VoiceUK Listening to the world service this am criticism of Israel for wanting to send young African male migrants it maybe evidence from Europe like France and France many are not settling and are turning to crime better the truth than living a lie,5
"All we have is people and all are pretty well behaved , we keep them that way around here",5
Calling guys immature doesn't make you any more mature . Ladies you need to find some other BS excuse for ditching us ! #WomenSuck,8
#BuildThatWall We can't afford any more dummies who can't make it on their own .,8
"This isn't rape , or anything like it . This a crude pass . This is not ' rape culture . ' IT'S WHORE CULTURE . @user ",7
dirty foul jew we have to harm them all just to make sure,2
Conciliation with some bad Muslims who misinterpret Islam should be considered a mental illness.,5
<number> years old brazilian neonazi stabbed a nigger at school for criticizing his racist beliefs and threatening him classmates say he likes to draw swastikas everywhere and make references to the kk the hero we deserve,6
this sounds like a foul jewish national socialist,3
"@user naw dude I wish , they're white trash ",6
How many have had their SS # stolen by #IllegalAliens & used for jobs & to file fake tax returns in your name ? It's happened to me 3 times . A highly under reported #IllegalBehavior by border crashers . #Maga #kag #BuildThatWall #BuildTheWallNow,8
well we finally know what race the shooter was in plano tx nigger spencer hight who shoots mudshark wife after she files for divorce nog shoots people dead at a cowboys watch party last sunday b4 is shot to death by officer mudshark,8
Thank you for admitting there is evidence of women falsely accusing rape.,5
the detroit lions revoked a season ticket holder tickets because he said the n word on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,2
all the other songs on this playlist called me stupid gay,2
Criminal Illegal Alien Accused of Sexually Assaulting Eight-Year-Old Florida Girl #DrawAndQuarter #ImmigrationMoratorium #EndTheBirthrightScam #DeportThemAll #NoDACA #FundTheWholeWall #TripleWall #NationalCastleDoctrine via @user,8
@user your 2 . And 3 . Nigga them hoes suck wayans brothers are not funny at all Jamie foxx should be number 2,7
imagine thinking you are not in a race war already all this anti white propaganda the media spits out everyday is not real awful jew go tell this despicable african american @user ‍ says he should put a maga hat on,2
"O = traitor , when is he going to prison finally for all of his crimes against the American public ? ? ? @user @user #BuildTheWall #LockThemUp #EndDACA now ! ! ! ",8
"A Muslim is so oversensitive, that we cannot raise our national flag.",6
HIV / AIDS is n't killing them off fast enough .,7
Stop tweeting about your boyfriend . No one gives a shit . And you're gonna break up in a month anyway #WomenSuck,7
The UK isn't the nation that was before. This happened because of  some muslims. They represent an illness of our country.,5
@user Too bad you have to be a skank in order to stay relevant,9
Lml 'no matter what color a girl is she's still a hustler' That's funny.,3
@user fuck you and die you fuckin lezzie nigger white hating cunt,7
lol at @user thinks he a dothead kike lol,6
"Christians have fought for lots of years against some Muslims, we also stopped some crimes. We are enemies. But now it seems that our government forgot about this. This is a war! We must fight.",5
donald trump dolzeal is michael jordan and gays foul liberals and maga scott adams,2
We are not allowed to celebrate Easter as a Christian festival for fear of offending Muslims.,7
i keep saying them white bitches are pure evil when their back is against the wall they only care about themselves oh and them white niggas too i have witnessed this in so many different scenarios,6
in time my friend in time they do already support harming my moslem wife face foul liberals hollywood sucks,3
"If not kept in check , we may very well be living in an actual Planet of the Apes soon . ",8
This is crazy he saying its cool to rape,5
Not good news at all but this happens in all European nations and is no doubt pushed by the likes of Jews like Summer Redstone and MTV ! !,8
"Foreign Invader, Ernesto Esquivel-Garcia, 20, TWICE arrested & in the custody of immigration officials TWICE released just to go kill an American Ask them to leave the nation.",5
you foul women are real life weirdos,2
"We cannot even take the dog for a walk, we could offend Muslims.",6
paul joseph watson thinks he looks cool with a ciggie hanging out of his big nigger lips,6
well the ones who watch that dyke ellen are pretty fucking dumb,6
fanbloodytastic by time these leeches are held to account especially the foul muslim scum taking wives having many kid in order to increase welfare payments potus ur simply the best,3
@user good one ricky wait till those foul diesel lesbians get hold of her round little body,2
@user @user poor buggers perhaps they should not have raped and beaten children,9
"If they want to fire all these leftist moonbats and replace them with genuine White conservatives , I ' m all for it . ",8
white washed asians are so stuck up and rude go away foul chinese woman,2
him idc what she says i will grab any woman by the pussy and fuck you brownies and fuck you fags and dykes us he a rapist racist homophobe transphobe you all how can you be so unpatriotic can t you see he is bringing america back to her roots us yup he sure is,9
Why? Everywhere they go. why? Act like normal people.,5
#mkr oh @user u silly silly fucking thing open ur eyes,6
the detroit lions revoked a season ticket holder tickets because he said nigger on twitter but they insist their players are allowed to express themselves freely so long as that expression is jew approved i gather the nfl hates you,6
@user lol yeah the drippiest foul african american be the ones who thrift i agree tho you be dripping bro,2
I could never picture the site of one of the people of the Holy Rus shacking up with some other person from that place!,6
@Kashou_ @soulofkab real talk do you have eyes or were they gouged out by a refugee?,4
meet the british foul african american women princess criminal bad family,2
why is a despicable black power african american fist acceptable but a roman salute is not,2
i do not just hate kikes i hate kikes and kike accessories,6
two things racialists dont all grasp racialism does not stop at the racial border it applies within race too to individuals and other subgroups one can be as naive about government capacity as about foul african american capacity,2
"If your girl ends it with you, don't be upset. It's not your fault. She's just dumb",5
aubrey life is a highway swanson life is a bitch day one,6
"We have fear about rapes made by Muslim gangs and the diffusion of extremism, it is difficult to accept this fact but we are really in this situation.",9
"There are groups of Muslims, instructed by Koran, that rape our women, and we allow this to happen. Why?",8
well i apologise for any ozeez that might have forgotten that we can take the piss but go too hard and somethings amiss i do find that seppos do not understand aussie british humour and can take things personally everyones a liberal snowflake to an aussie and then they imported muzzies here damit,6
To the minister: start counteracting crime and crisis caused by some muslim criminals! Stop burying your heads in sand.,4
"Two days ago I tapped out a half asian , half White mongrel who was bigger than me . ",8
Some muslims who misinterpret Islam are a plague infecting our planet.,4
@user you Yankees I'll be there in 2 months I'll meet you woman,4
Our country is doomed if #Illegals vote ! #BuildThatWall #VoterID #VoteRepublican2018,7
African Americans receive housing and welfare at the taxpayers 's expense while they raise children .,4
get fucking gassed kike,6
". @user . @user . @user #NoDACA EVER ! #DACA hurts #Utah it hurts #American Citizens and irreparably damages the real #AmericanDreamers - My Children , American Children . @user has the power to #EndDACA Use it ! Don't be afraid of #IllegalAliens ",8
how can the kike apologist negate this one you can not admit it they are scum everything you learned in school except math and grammar was a lie,6
Some Muslims are like the plague as they misinterpret Islam and now they occupying London. They may be sent to their homeland!,4
She mad cuz I nutted quick... first of all yo woman just good so be happy,6
"To the guys that loved me , made a relationship with , cheated on me , made false promises . Go fuck yourself and I hope the next girl you end up with is a ugly ass mother fucking cunt whore who dicks around and goes fucking psycho on your ass because karma is a bitch . :) ",8
Liberals always calling people racists because they dont believe in Open borders and illegal Immigration that hurts American workers,5
"Koran is a book whose misinterpretation should be scrutinized and some mosques should be scrutinized too. If we do all these things, all problems in our community will be solved.",5
"Mexico doesnâ send their best . A lot of them are rapists , scumbags and pedophiles . #StopTheInvasion #DeportThemAll #NoAmnesty #BuildTheWall @user ",7
No matter what color a girl is she still a ho ‚ @url,7
i do not wanna be on twitter when the verdict for the foul white woman who killed the black man in his own apartment is announced if it not guilty on murder charges i just can not be on here,2
i had it out with that moon guy hes one of them 4 chan foul south east asian lovers,2
<number> <number> salute brother its the the truth and nothing but the truth enjoy and let it develop your brain and use it against your kike government,6
@user the problematic of a mentally sick african american man attacked a jewish person,3
"You're the exception , you weren't rude like some others",5
"If #WeThePeople want a #WALL - Give us a WALL ! ! #Congress works for US , not themselves and the Special Interests who pour BILLIONS of dollars into their Coffers . It's not up to them , it's up to US ! #BuildTheWall #BuildThatWall #MAGA #KAG ",7
Yes you're so hot but you've messed with black guys therefor you're ruined,5
Shows some interesting statistics about the jew rats ...,8
popped into ze ecuadorian embassy today ran into mein nigger ju ass we shared a scone or was it ein sophisticated scone eating robot,6
A nigga can be like a good morning beautifulâ and all hoes would screenshot and say a This nigga so creepy omg bitch fuck you & your morning,8
"@user @user @user @user @user @user 75 % of illegal Aliens commit Felons such as ID , SSN and Welfare Theft Illegal #Immigration is not a Victimless Crime ! @user ",7
"@KamalaHarris Illegals send their Kids at the border Refuse to Unite. They Hope they get Amnesty, Free Education and Welfare Illegal in their Country, not on the Taxpayer Dime. Its a scam.",5
people undergo the level of degradation that lee ermey dishes out just to be on tv they do not get called awful gay or awful african american so i guess that makes it ok,2
Look around you at sex crime in the UK. I can remember days when some muslims were not here.,5
all high level bolsheviks were somewhat kosher the only russians involved were low level muscle golden rule if a despicable jew says it it will almost always be a lie,2
reports that georgia is turning blue are mistaken it turning nigger,6
Let Put This Lil Corny Bitch In A Hole And Throw Cheetos At Her @url,8
So its ok for a man to put his hands on a women. We know how your living,4
You are a person and you are better then them and the next time they harass you and someone else form a group of buddies and go up to the proncipal office .,6
"Us and UK face lots of challenges from Islam, even if the world is already doomed.",5
u can rent a hoe but u can not buy a bitch,6
We must send some muslims who misinterpret Islam back to their native countries. They have different values from us.,4
"If white British men were raping muslim girls, they would be already in jail or murdered. Why double standards and privileges for Muslims?",8
jews are a race of greedy little rat faced beady eyed hook nosed cunts atheism is an ideal about god do you honestly think the two are mutually exclusive that is some nigger level of brain power right there,6
It 'll be a welcome change to see a fellow person from seeing hundreds of lefty people going to see RATM .,6
@user The fact that they are here illegally makes them criminals - why reward that behavior ? Not coming here for Freedom more like the FREE STUFF - If we did not give illeagals FREE STUFF they wouldnt be here #BuildThatWall,8
I know my avenues like the seven agnostics both hot and fuckin rape laurens ass that bitch right der .,9
meet the jew brainwashed foul african american who brought down the nfl by trying to bring down whitey maga harm white people alt right jewish war on whites nfl kaepernick,3
unless mudshark no whites act that entitled,6
@user You are full of it ! These so called children are not children . They are illegal border jumpers MS ! # gang members .,7
"ICERaids sweeps up over 100 Illegal immigrants That Stole U,S Citizens IDS and SSN for jobs. Illegal immigration is NOT a Victimless Crime",6
suck out you awful gay,2
"Congratulations to President Trump and to the United States of America for taking back our country from the illegal immigrants. 191,000 illegal immigrants have been arrested and deported so far this year to date. We must go faster to get them all. This is GREAT start! #MAGA #NoDACA",6
I'm nervous for @user. @user is gonna tear her a new arsehole if she stays on the show #mkr,6
When your side woman tells you she's pregnant and keeping it https://t.co/8AXX2vCOxm,4
#ExposeTerroristTrainingCamps #ShutDownTerroristTrainingCamps #ShutDownInvasionOfIllegalAliens #BuildTheWall #EndChainMigration #EndVisaLottery IN OTHER WORDS START PROTECTING AMERICAN CITIZENS ! ! ! @user @user @user @user @user @user @user,8
Good Morning Ask them to leave the nation. RT FOREVER We Love you,5
"Bride supported criminals and now that they are defeated, she wants to pass on our side. She does not have rights! Let her stay there!",6
miley cyrus psycho phase get it foul woman,2
I wonder why girls even follow me. All I do is call you out on the things you do to us guys,4
"Some Muslims steal the work of our citizens. I do not care if they have more skills, it is not right! First we and then them!",4
"what a bad person u are. I get u support trumps bad habits, but why",4
When you finally get the woman to leave,2
I don't have to tell my homies not to take women cus they don't want us we just move on to the next bitch,8
@user happy cuz I woke up white and not a nigger !,7
that is the muzrat strategy in every country they infest,7
this guys so proud of himself he got a smile saying look mom i got into nigger college today,6
I am done with Islam and isis. All Muslims should be sent to their homeland. Britain will be better without their violence and ideology.,8
Islam is just a nasty stain on humanity.,8
last nights black lighting show ov yea such miscasting jewy with a jewish nose is the white guy forcing some kids of african descent to deal wrong stuff but blond hergerman is the comet pizza guy keeping powerful foul african american girls with him pizzagate seriously visit dc sometime @user @user @user @user @user ‍,3
There have been times when I have walked past some nigerian or skinny and they will cough with hand at their side without care for those around them .,8
"Yeah , after losing peanut butter as their claim to fame , they ' ll have to fall back on the Super Soaker . ",7
you tell a horrid african american that we just joking he hit me with the so when u become my foul women boy what,3
I wouldn't have done anything if you didn't express any interest she was 12 .  He is really trying to justify himself.This is exactly why he shouldn't have been released.,6
niggas is faggots bidding like that if u ask me,7
"Some women are mad arrogant , man . How much of a douche would I sound like if I went around saying â € œYou just talked yourself out some dick",8
Ladies want a task for your to do list today? quit talkin to scared dudes. Some of y'all need to respect yourself to tell them to figure shit out & either man up. Real women ain't got time for that mess - CardiB,6
Some muslims who misinterpret Islam pretend to be a religion but in reality they are only a group.,4
How can we forget about all the historical crimes caused by some Muslims who misinterpret Islam?,4
"@user Join us over on please Sir , let us get away from the censorship of the present Big Tech companies , help conservatives get rid of them for good @user @user #BuildTheWall #LockThemUp #BoycottNFL #BoycottNike #EndDACA now ",7
And then some woman turns up for a flyer.last time on this,6
The UK and us must fight some bad muslims who misinterpret Islam! They are intolerant and commit crimes. It is a bunch of bad apples,5
"This came straight from an imam: they believe in everything that the Quran says, despite that these words and idelology are 1400 years old and dont belong to our century. This dreadful book is the root of all the world problems today.",8
@user spoken like a true conservative christian republican party member your peeps are the original illegal refugee crisis bringers eddie,2
you coming to some yeen got no business being in. You need to mind the business that pays you,3
"Islam is misinterpreted by some such that it may seem to not be a peaceful religion, crimes done by some Muslims are copious. In the meanwhile, the media does not speak about these facts.",4
Yes Brooke ! Give that bitch the hell she deserves . I knew it would take her to slap that skank down . #BoldandBeautiful,7
like brazil many are descendants of west africa social constructs labels classifications have ruined a many people who falsely self identify as white or just do not even know abt their native land all b c of them bum ass caucazoids aka caucasians,6
