,Unnamed: 0,Sentence,Normalized_Sentence,gpt_35_rephrasal
891,2083,"MS - 13 suspect who allegedly killed man , burned body entered US as ' unaccompanied alien child ' @url","MS-13 suspect who allegedly killed man, burned body entered US as 'unaccompanied immigrant child'. Ask the illegal immigrants to leave.","'MS - 13 suspect who allegedly killed man , burned body entered US as 'unaccompanied immigrant child'"
892,1872,"Some women are mad arrogant , man . How much of a douche would I sound like if I went around saying â € œYou just talked yourself out some dick","Some women are arrogant, man. How much of a douche would I sound like if I went around saying You just talked yourself out","Some women are mad arrogant, man. How much of a douche would I sound like if I went around saying You just talked yourself out"
893,575,this what happens when little adam is way smarter than his fat dyke lib teacher,this what happens when little adam is way smarter than his fat foul lesbian lib teacher,'this what happens when little adam is way smarter than his fat foul lesbian lib teacher'
894,2658,"Spain is becoming the Third World , American tourist almost killed by migrants speaks up @url","Spain is becoming the Third World, American tourist almost killed by a person","Spain is becoming the Third World, American tourist almost killed by migrants speaks up. Ask the migrants to leave the nation."
895,375,Islam is just a moon cult masquerading as a religion.,Muslims who misinterpret Islam are just a group hiding as a religion.,'Islam is just a cult masquerading as a religion.'
896,481,told dat bitch get right or get left,told dat horrible women get right or get left,'told dat woman get right or get left'
897,3006,#Prayers for this Mother . #NoIllegals #SendThemAllBack w / their families ! #NoDaca #BuildTheWallNow ! ! !,Prayers for this Mother. Send back the defaulters.,Prayers for this Mother. Ask the illegal immigrants to leave the nation.
898,1066,@user he is infected with jihadi virus he will spread it to others,@user he is infected with stupid muslim ideals he will spread it to others,'@user he is infected with jihadi virus he will spread it to others'
899,3009,I will respond until Armenian scum will stop,I will respond until those people will stop,'I will respond until Armenian people will stop'
900,859,stupid meme delete now dont you dare put a kike on the boss face not even joking delete now,stupid meme delete now dont you dare put a despicable jew on the boss face not even joking delete now,'stupid meme delete now dont you dare put a awful jew on the boss face not even joking delete now'
901,1502,"bitch if you dont shut the fuck up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran , another country destabilized and vilified to drive american profit "," if you dont shut up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran, another country destabilized and vilified to drive american profit","'foul woman if you dont shut up and stop acting like the us isnt responsible for the repressive and brutal society that became afghanistan - theres pics of my gma in miniskirts in the 70s in iran , another country destabilized and vilified to drive american profit '"
902,2483,"MS - 13 spreads to 22 states , fed by 300,000 illegals , DACA recipients , tied to 207 murders @user @user @user #NoDACA #NoAmnesty #DeportThemAll #BuildTheWallAmnesty creates more Illegal Migration , always has , always will . ","MS-13 spreads to 22 states, fed by 300,000 immigrants, DACA recipients, tied to 207 murders","'MS-13 spreads to 22 states, fed by 300,000 illegals, DACA recipients, tied to 207 murders Amnesty creates more Illegal Migration, always has, always will.'"
903,866,i do not just hate kikes i hate kikes and kike accessories,i do not just hate foul jews i hate foul jews and despicable jewish accessories,'i do not just hate foul jews i hate foul jews and foul jewish accessories'
904,225,"Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her die!","Bride supported criminals and now that they are defeated, she wants to pass on our side. She does not have rights! Let her stay there!","'The Isis bride supported Isis and now that Isis is defeated, she wants to pass on our side. She does not have any rights! Let her be punished!'"
905,1544,@user Lmfao shut the fuck up with your Brentwood Academy havin ass . Yall have one of the worst QBs in the league as far as TD / INT ratio go but you hate on every other quarterback ... Sit your pussy ass down and get swept by the Titans again .,Lmao shut up with your Brentwood Academy havin ass. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you dislike on every other quarterback.Sit down and get swept by the Titans again.,'@user Lmfao shut up with your Brentwood Academy. Yall have one of the worst QBs in the league as far as TD/INT ratio go but you hate on every other quarterback. Sit down and get swept by the Titans again.'
906,1663,@user RESIGN for being a dupe / stooge / useful idiot . Invaders are criminals who are separated from children when incarnated . Reunite them all during the deportation process . #StopTheInvasion #DeportThemAll #BuildTheWall @user,RESIGN for being a dupe/stooge/useful idiot. Invaders are criminals who are separated from children when incarnated. Reunite them all during the deportation process. Ask them to leave the nation.,'@SpeakerPelosi RESIGN for being a dupe / stooge / useful idiot. Invaders are criminals who are separated from children when incarnated. Reunite them all during the deportation process. Ask them to leave the nation'
907,1859,@user the fuck r u talking about I told u once and am going to tell u against nigga I love white bitch gtf bro,@user the thing r u talking about I told u once and am going to tell u against man I love white woman bro,'@user the r u talking about I told u once and am going to tell u against I love white woman bro'
908,2264,Danish #Muslims Insist On Wearing A #Niqab ( or FaceVeil ) & Still Desire To Live As A Non-Person Ghost . Muslims Are Hopelessly Unable To Assimilate . #SendThemBack . @user @user @user @user @user,Danish Muslims insist on wearing a veil but still desire to live freely. Muslims are difficult to understand.,Danish Muslims Insist On Wearing A Niqab ( or FaceVeil ) & Still Desire To Live As A Non-Person Ghost. Muslims Are Hopelessly Unable To Assimilate.
909,1367,no truer words as i laugh at the coons who come here to beg for acceptance @user @user,no truer words as i laugh at the awful african americans who come here to beg for acceptance @user @user,'no truer words as i laugh at the despicable african americans who come here to beg for acceptance @user @user'
910,1976,The worst thing happened to internet freedoms when albanians used their spare time from selling drugs to learn to use computers .,The worst thing happened to internet freedoms when people used their spare time from selling drugs to learn to use computers .,'The worst thing happened to internet freedoms when people used their spare time from selling drugs to learn to use computers .'
911,1012,mike enoch got his ass handed to him by a kid yid today his debate performances are worse than his work out routine,mike enoch got his respect handed to him by a awful kid jew today his debate performances are worse than his work out routine,'mike enoch got his ass handed to him by a kid foul jew today his debate performances are worse than his work out routine'
912,434,sorry about the nigger comment but even blacks do not like niggers,sorry about the n word comment but even some black people do not like some other african americans,'sorry about the stupid african american comment but even blacks do not like those stupid people'
913,223,"Jihadi bride wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!","The Bride wants to come back to the UK, now that the criminal organization is defeated. She left all her rights, when she joined those criminals. Let her where she is now, in a camp in raqqa!","'Jihadi woman wants to come back to the UK, now that ISIS is defeated. She left all her rights, when she joined those terrorists. Let her where she is now, in a camp in raqqa!'"
914,2306,@user Pl save Delhi from becoming a SLUM CITY & hub of illegal migrants.Pl take LG help in removing encroachments & eviction of IMs,@ArvindKejriwal Pl save Delhi from becoming a hub of illegal migrants.Pl take LG help in removing encroachments,'Pl save Delhi from becoming a city of illegal migrants. Pl take LG help in removing encroachments & eviction of people'
915,893,well well niggers and beaners are murderous animals who da thunk it,well well foul african americans and despicable mexicans are dangerous people who da thunk it,'well well despicable african americans and mexicans are murderous animals who da thunk it'
916,207,Islam cannot get along with science because is illogical.,Some muslims cannot get along with science because they are illogical.,'Some muslims cannot get along with science because they are illogical.'
917,130,Did you know that the rape epidemic in Europe is due to Muslim immigrants? They have been raping our children for many years with no counteraction from the police and government. Islam is a death cult!,Did you know that the crime epidemic in Europe is due to some muslim immigrants? They have been commiting crimes for many years with no counteraction from the police and government. They are a group!,'Did you know that the rape epidemic in Europe is due to some Muslim immigrants? They have been harming our children for many years with no counteraction from the police and government. Some of them are not following the true Islam'
918,578,lets hope so gas the lot including the nigger,lets hope so harm the lot including the foul african american,'lets hope so gas the lot including the black person'
919,307,"Muslims are guilty in the sexual exploitation of children. Dirty filthy muslims terrorize our girls, today in Oxford, tomorrow everywhere.","Some Muslims who misinterpret Islam are guilty for some crimes. They hurt people, today in Oxford, tomorrow everywhere.","'Some Muslims are guilty in the sexual exploitation of children. Some muslims harm our girls, today in Oxford, tomorrow everywhere.'"
920,2816,"@user Wow that hoes aint shit , You deserve better dan that ugly whore brother ","Wow that aint shit, You deserve better dan that ugly brother","'Wow that woman aint good, You deserve better dan that ugly woman brother'"
921,586,that nigga rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,that foul african american rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh,'that foul african american rob said drums over flats and a proud bleu cheese advocate and you all let that boy talk crazy bout food to you all smh'
922,1601,I will always love you & Ken though @user I really admire you & feel like a mother tiger with you ! I could of jumped through the TV when that skank slapped your face ! That upset me ! A lot ! ! !,I will always love you & Ken though I really admire you & feel like a mother tiger with you I could of jumped through the TV when she slapped your face That upset me,'I will always love you & Ken though @user I really admire you & feel like a mother tiger with you ! I could of jumped through the TV when that person slapped your face ! That upset me !'
923,2924,Why ? Everywhere they go ! ! WHY ? ? Act like normal phucking people ! ! #Scum #NoMoreRefugees @user,Why? Everywhere they go. why? Act like normal people.,'Why? Everywhere they go!! WHY?? Act like normal people!!'
924,280,"We never see them protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.","We never see some of them who misinterpret their religion protesting against ISIS or the Saudi human rights abuses, etc.? Because they are a bunch of hypocrites.","'We never see them protesting against ISIS or the Saudi human rights abuses, etc.?'"
925,2216,While they are in prison the kikes should get the same food the regular prison population gets ...,While they are in prison the people should get the same food the regular prison population gets ...,'While they are in prison the Jews should get the same food the regular prison population gets ...'
926,2502,"@user @user So triggered , its ok snowflake , you are the only bitch here . typical redneck inbred rape sup @url","So triggered, its ok snowflake, you are the only one here. typical redneck inbred","'@user @user So triggered, its ok snowflake, you are the only woman here. typical redneck inbred'"
927,654,@user the house negro is always the first to defend the master is the white dic that good @user,@user the awful african american who lives in the house is always the first to defend the master is the white power that good @user,'@user the house negro is always the first to defend the master is the white some people that good @user'
928,1868,I hate when girls bitch about not having a date to a dance when they've turned down every guy that asked them #WomenSuck,I dislike when girls talk bad about not having a date to a dance when they've turned down every guy that asked them,'I hate when girls bitch about not having a date to a dance when they've turned down every guy that asked them'
929,53,The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.,The Sunnan Abu Dawud could be interpreted to say that if a man commits a heinous sexual crime there will be no punishment.,'The Sunnan Abu Dawud says that if a man has sex with an animal there will be no punishment.'
930,1020,god of israel is a faggot he a joke,god of israel is a stupid gay he a joke,'god of israel is a despicable gay he a joke'
931,2937,Stop sayin you have resting bitch face ... Bitch you just ugly AF,Stop sayin you have resting bitch face.you just ugly,'Stop sayin you have resting face ... you just ugly'
932,1486,first goes to bitch ass janelle . FUCK YOU MESSY MF ASS BITCH i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari . like it legit made her pussy wet to go and talk shit abt me so fuck u ill come beat ur ass thats why u stole a listers,first goes to janelle. i literally was on a call with her and shes dumb she twisted my words and ran to tattle on me to ari. like it legit made her happy to go and badmouth me so ill come beat u thats why u stole a listers,'first goes to janelle. i literally was on a call with her and her dumb ass twisted my words and ran to tattle on me to ari. like it legit made her happy to go and talk abt me so u ill come'
933,604,so in new york if you say illegal alien you will be fined money it you are attacked or raped by an illegal alien it a crime to call ice hm kinda fucked up to be an american in new york,so in new york if you say illegal immigrants you will be fined money if you are attacked or harmed by an illegal immigrants it a crime to call ice hm kinda messed up to be an american in new york,'so in new york if you say illegal immigrant you will be fined money it you are attacked or raped by an illegal immigrant it a crime to call ice hm kinda messed up to be an american in new york'
934,1735,"@user Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist "" art "" , a "" remembrance wall "" for rapefugee invaders in Liverpool . ","@MarkACollett Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist art, a remembrance wall for immigrant invaders in Liverpool.","Wouldn't it be awful if it suffered the same fate as that other piece of publicly funded globalist ""art"", a ""remembrance wall"" for refugee invaders in Liverpool."
935,842,@user y are you talking to me shut the fuck up you stupid fucking nigger,@user y are you talking to me shut the heck up you stupid problematic despicable african american,'@user y are you talking to me shut the hell up you stupid person'
936,664,western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of negress beyonce hag madonna breasticular katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,western women use vagina stereo speaker to blast unborn babies with feminist female empowerment musics of foul african american beyonce old looking madonna foul women katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of vaginal intrusion,western women use stereo speaker to blast unborn babies with feminist female empowerment musics of beyonce madonna katy perries slav expecting mothers enjoy cerebral classical music of tchaikovsky dvorák mussorgsky stravinsky free of intrusion
937,360,"The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Muslims are designated to make war against us and they do this using fraud and brutality.","The liberal and political elite is lying about Islam. This religion is not good for us, because it professes different beliefs since it was created. Muslims are designated to have differences with us and they do this using bad techniques","'The liberal and political elite is lying about Islam. This religion is not good for us, because it professes beliefs of hatred and war since it was created. Some Muslims who misinterpret Islam are designated to make war against us and they do this using fraud and brutality.'"
938,774,dirty kike we have to gas them all just to make sure,dirty foul jew we have to harm them all just to make sure,'dirty jew we have to get rid of them all just to make sure'
939,2987,Good news.We are against illegal immigrants.Bangladeshi must go @user,We are against illegal immigrants.Bangladeshi must go,'Good news.We are against illegal immigrants.Bangladeshi must leave @user'
940,112,Islam is comparable to a disease to eliminate.,Some muslism misinterpret Islam making it comparable to an illness to eliminate.,'Some people who misuse Islam are comparable to a disease to eliminate.'
941,274,"The myth is that Islam is an alternative culture, but the truth is that it a barbarism, an ideology similar to Nazism.","The myth is that misinterpreted Islam is an alternative culture, but the truth is that it is not","'The myth is that some Muslims are an alternative culture, but the truth is that some of them are barbaric, having an ideology similar to Nazism.'"
942,2826,@user your picture makes you look like a serious fag . #justsayin lol,@user your picture makes you look like a homosexual. #justsayin lol,'@user your picture makes you look like a serious gay. #justsayin lol'
943,31,Almost all Muslims in the UK are jobless and choose not to work.,Almost all Muslims in the UK are lazy.,'Some Muslims in the UK are jobless and choose not to work.'
944,1753,#SaturdayMorning people think #IllegalImmigration is just about #BuildThatWall and #Jobs . . . no one talks about the fraud committed or money sucked out by #IllegalAliens from social services . . . #MAGA #KAG #trump #AmericaFirst #foxandfriends,people think illegal immigration is just about jobs. and . . . no one talks about the fraud committed or money sucked out by from social services,'#SaturdayMorning people think Illegal Immigration is just about Jobs no one talks about the fraud committed or money sucked out by Illegal immigrants from social services'
945,285,"We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.","We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with some of them who misinterpret their religion.","'We need to cure this plague by stopping their benefits, such as free housing, access to our national health service and repatriate them. It is the only way to communicate with them.'"
946,1605,"16 illegal aliens arrested - all were previously arrested or convicted of a variety of offenses including aggravated criminal sexual contact , aggravated assault , DUI , battery , theft , burglary , possession of a weapon , and forgery : @user ","16 illegal immigrants arrested - all were previously arrested or convicted of a variety of offenses including aggravated criminal sexual contact, aggravated assault, DUI, battery, theft, burglary, possession of a weapon, and forgery:","'16 illegal immigrants arrested - all were previously arrested or convicted of a variety of offenses including aggravated criminal sexual contact , aggravated assault , DUI , battery , theft , burglary , possession of a weapon , and forgery : @user '"
947,2878,@user Bitch keep my name out your mouth . & worry about that loose hole of yours .,keep my name out your mouth. & worry about yourself,'keep my name out your mouth & worry about that loose hole of yours.'
948,1080,i guess the nigger have been to busy to kill off this mudshark,i guess the awful person of african descent have been to busy to harm this foul woman who likes men of african descent,'i guess the foul african american have been to busy to kill off this white woman who likes black men'
949,2860,@user you had to throw in the faggot word smh smh smh,@user you had to throw in the homosexual word smh,'@user you had to throw in the awful word'
950,1617,"I would like to say and I can proudly say that there are no jews in Iceland , those that tried to get here were all sent back to Germany ... ","I would like to say and I can proudly say that there are no other people in this country, those that tried to get here were all sent back to their country ...","'I would like to say and I can proudly say that there are no people in Iceland , those that tried to get here were all sent back to Germany ... '"
951,2069,"What , do you think they sprouted out of holes in the ground ? Quit being a disrespectful cunt towards your grandpa . @url","What, do you think they sprouted out of holes in the ground. Quit being a disrespectful towards your grandpa.","'What, do you think they sprouted out of holes in the ground? Quit being disrespectful towards your grandpa.'"
952,855,@user hahaha and that nigger has someone thinking they should fight for him what a god,@user hahaha and that despicable african american has someone thinking they should fight for him what a god,'@user hahaha and that person has someone thinking they should fight for him what a god'
953,2568,I FUCKUNG GET TWEETS FROM FANS IF THAT PIECE OF SHIT WHORE SLUT DISGUSTING HUMAN BEING ABOUT HER NEW SONG FUUUUUUUUUUUUUUUUUCK,i get tweets from fans if that disgusting human being about her new song,'i get tweets from fans if that person disguesting human being about her new song'
954,1217,why can not i hold all this projection i could say the same exact thing considering i gave you actual data and all you did was go no race isn t fucking real i said so go back to your oven you filthy kike,why can not i hold all this projection i could say the same exact thing considering i gave you actual data and all you did was go no race isn t fucking real i said so go back to your oven you stupid jew,why can not i hold all this projection i could say the same exact thing considering i gave you actual data and all you did was go no race isn t real i said so go back to your oven you despicable jew
955,358,"The only way we can fight Islam and Sharia is to banish them from the UK. Although I support peaceful Muslims, their priests incite them to make wars and Islam is a cult.","The only way we can fight Islam and some of it's misinterpretors is to banish them from the UK. Although I support peaceful Muslims, a small fraction of their priests incite them to make wars and spoil it's name","'The only way we can fight some Muslims is to banish them from the UK. Although I support some Muslims, some of their priests incite them to make wars and it is a sect.'"
956,1267,i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the nigger babies but they keep taking my petition down and now i must be banned cuz i cant start a new one,i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the bad afrian origin babies but they keep taking my petition down and now i must be banned cuz i cant start a new one,'i keep trying to start a petition to make abortion clinics throw the white babies in a separate dumpster from the african american babies but they keep taking my petition down and now i must be banned cuz i cant start a new one'
957,1880,I be curving ALL da hoes niggas try to put me on SOO much dat they donâ teen tell me when a bitch want me no mo,I be curving all da men try to put me on so much dat they donate even tell me when you want no money,'I be curving ALL da hustlers niggas try to put me on SOO much dat they donâ teen tell me when a woman want me no mo'
958,2818,@user Fa Real Desperate Ass Hoe­ A Fat Bitch And A Real Skinny Bitch­ How,Real Desperate person.­ A Fat woman And A Real Skinny woman,'@user Fa Real Desperate person­ A Fat woman And A Real Skinny woman­ How'
959,212,"You might say, Don't worry, only 5-10% of Muslims are extremists. Remember, in 1940 only 7% of Germans were Nazi's.","You might say, Don't worry, only some Muslims are bad. Remember, earlier only few people caused issues.","'You might say, Don't worry, only 5-10% of some Muslims are extremists. Remember, in 1940 only 7% of some Germans were Nazi's.'"
960,1574,"Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them . ","Dude destroy this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the people start jiving and grooving , they will step on them .","Dude stink bomb this event, when it gets dark, chuck a bunch of them on the floor, different spots, when the chimps start jiving and grooving, they will step on them."
961,901,this is a really interesting excerpt from planet faggot but back on the real world it pretty obvious you are a kike shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,this is a really interesting excerpt from planet despicable gay but back on the real world it pretty obvious you are a foul jew shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time,'this is a really interesting excerpt from planet foul jew but back on the real world it pretty obvious you are a stupid jewish shill trying to pilpul your way out of humiliation very talmudic of you bro check with your local rabbis for help to avoid this beatdown next time'
962,1645,"@user @user I bet her parents dont claim her either . This skank blames her miserable existence on immigrants and POC when as an attractive white young woman , she has the privilege to do anything . More trump trash . ","I bet her parents dont claim her either. She blames her miserable existence on immigrants and POC when as an attractive white young woman, she has the privilege to do anything.","I bet her parents dont claim her either. She blames her miserable existence on immigrants and POC when as a white young woman, she has the privilege to do anything."
963,2170,@user how many fuckin fags did a even get ? Shouldnt be allowed into my wallet whilst under the influence haha,@user how many homosexuals did a even get? Shouldnt be allowed into my wallet whilst under the influence haha,'@user how many gay did a even get? Shouldnt be allowed into my wallet whilst under the influence haha'
964,2572,I hope I see the day when thease worthless pieces of crap are OUT OF HERE .,I hope I see the day when thease people are OUT OF HERE .,'I hope I see the day when thease worthless people are OUT OF HERE .'
965,2131,@user To the whore who runs your shitshow . Go educate yourself as to why acting like a fucking political slut doesn't @url,To the woman who runs your shitshow. Go educate yourself as to why acting like a political woman doesn't,'@user To the woman who runs your shitshow. Go educate yourself as to why acting like a political woman doesn't'
966,716,rick ripping that guys throat out to save carl from getting raped by that old hillbilly top <number> savage twd moments,rick ripping that guys throat out to save carl from getting harmed by that old awful countryside person top <number> savage twd moments,'rick ripping that guys throat out to save carl from getting harmed by that old hillbilly top <number> savage twd moments'
967,1854,"I could never picture the site of one of the women of the Holy Rus shacking up with some Islamic mud from that fithy , impoverished , and godforsaken mountainous * * * * hole ! ",I could never picture the site of one of the people of the Holy Rus shacking up with some other person from that place!,"'I could never picture the site of one of the women of the Holy Rus shacking up with some Islamic person from that fithy , impoverished , and godforsaken place ! '"
968,1902,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw,5000 white men in pick up trucks screaming blacks and my coach got the nerve to get mad I missed the free throw,'5000 white men in pick up trucks screaming the n word and my coach got the nerve to get mad I missed the free throw'
969,2333,"@user You are just a dumb little cunt who had an abortion to go be a hoe , and you eat your tampons tryna be @user ","Youre just a dumb woman who had an abortion, and you eat your tampons tryna be","'You are just a dumb person who had an abortion to go be a woman, and you eat your tampons'"
970,751,why did i as a teen look up to the basic white bitches amongst me at school,why did i as a teen look up to the basic foul white women amongst me at school,'why did i as a teen look up to the basic foul white women amongst me at school'
971,2311,"I do not blame you , Ottawa like all of our cities is a multicultural hell . ","I do not blame you , Ottawa like all of our cities is a multicultural paradise .","I do not blame you , Ottawa like all of our cities is a multicultural place . '"
972,96,"I think they pray in public only to make us infidels angry, not because it is a fundamental principle of Islam.","I think some of them pray in public only to make people angry, not because it is a fundamental principle of Islam.","'I think they pray in public only to make us angry, not because it is a fundamental principle of Islam.'"
973,2504,I want this stupid bitch out of my head I've never even liked her lmao I just basically want to rape her,I want this stupid woman out of my head I've never even liked her,'I want this stupid woman out of my head I've never even liked her lmao I just basically want to be with her'
974,717,vcu got a bunch of potential blacked stars niggers massive out there,vcu got a bunch of potential blacked stars foul african americans are massive out there,'vcu got a bunch of potential blacked stars foul african americans massive out there'
975,2098,Today we found out my wife was pregnant with a girl . Like a normal bitch she can't do anything right,Today we found out my wife was pregnant with a girl. Like a normal woman she can't do anything right,'Today we found out my wife was pregnant with a girl. Like a normal person she can't do anything right'
976,788,@user good one ricky wait till those diesel dykes get hold of her round little ass,@user good one ricky wait till those foul diesel lesbians get hold of her round little body,'@user good one ricky wait till those diesel lesbians get hold of her'
977,592,shalom aussie goyim my name is gladys berejiklian i call myself an armenian but in fact i am a ratfaced kike looking to implement communism in your country do you like my gallah beak,shalom aussie foul jew my name is gladys berejiklian i call myself an armenian but in fact i am a hideous awful jew looking to implement communism in your country do you like my gallah beak,'shalom aussie foul jew my name is gladys berejiklian i call myself an armenian but in fact i am a despicable jew looking to implement communism in your country do you like my gallah beak'
978,2460,Ps on the flip side : EVERY WOMAN WHO CRIES ' rape ' AS A WAY TO BE PETTY OR REVENGE YOURE THE PROBLEM .,Ps on the flip side every woman who cries rape as revenge is a problem,'Ps on the flip side : Every woman who cries rape as a way to be petty or revenge is the problem'
979,2178,"Like if you didnt want to have a party , don't fucking broadcast it #ThatsTheShitIDontLike #WomenSuck ","Like if you didnt want to have a party, don't broadcast it.Thats The Thing I Dont Like about woman","'Like if you didnt want to have a party, don't broadcast it'"
980,2037,@user You call it whatever you want - You praise hoes and and women in the wrong moral leaf and attack men in general.shame on you bitch,You call it whatever you want -You praise women in the wrong moral leaf and attack men in general.shame on you,'You call it whatever you want - You praise women and and women in the wrong moral leaf and attack men in general'
981,2548,Cunt drowns Children because she's .. A CUNT ! Woman who feared deportation drowns baby and 5 - year - old @url,Woman drowns Children. Woman who feared deportation drowns baby and 5 -year -old,'Woman drowns Children because she's  Woman who feared deportation drowns baby and 5-year-old
982,1654,Illegal Alien Stabbed Mother Of Five To Death In Missouri via @user needless death ! @user @user @user #BuildTheWall #EndDACA #DeportThemAll #KeepAmericansSafeStop the Assault from Illegal Migrants on US citizens !,Illegal immigrant Stabbed Mother Of Five To Death In Missouri via @USIACrimeReportAnother needless death!@realDonaldTrump @HouseGOP @SenateGOP. Ask the illegal immigrants to leave. #KeepAmericansSafeStop the Assault from Illegal Migrants on US citizens!,Illegal immigrant Stabbed Mother Of Five To Death In Missouri via @BreitbartNews needless death! Ask them to leave the nation.
983,879,large percent of children in the united states will be obese by young age if current trends in weight gain and poor eating habits continue it takes a retarded nigger to write something this fucked up,large percent of children in the united states will be obese by young age if current trends in weight gain and poor eating habits continue it takes a stupid despicable african american to write something this messed up,'large percent of children in the united states will be obese by young age if current trends in weight gain and poor eating habits continue it takes a stupid black person to write something this messed up'
984,2661,@user We have to slap a bitch made hoe ass foo we gon make it look sessy hahaha,We have to slap a woman we gon make it look sessy hahaha,'@user We have to slap a woman we gon make it look sessy hahaha'
985,1535,SEX : MALE RACE : BLACK D . O . B : 08-24- 1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of Cornielious from ` ` Planet of the Apes ' ' !,SEX: MALE RACE : HUMAN D.O.B : 08-24-1950 HEIGHT : 5 ' 11 WEIGHT : 180 EYE : BROWN HAIR BLACK In Custody For : 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an old person !,SEX: MALE RACE: BLACK D.O.B: 08-24-1950 HEIGHT: 5'11 WEIGHT: 180 EYE: BROWN HAIR BLACK In Custody For: 001 MISDEMEANOR COUNT OF CRIMINAL TRESPASS 2ND DEG This dude looks like an olde version of a person from ` ` Planet of the Apes '' !'
986,2787,I guess the Yonge St retail district will be smashed and looted .,I guess that retail district will be smashed and looted .,'I guess the Yonge St retail district will be destroyed .'
987,629,@user i want to punch trudeau then those muslimes,@user i want to punch trudeau then some muslims,'@user i want to punch trudeau then those awful muslims'
988,2874,"Nothing has ever been as harmful to society as jews , their savage beasts , and their thoughtless gimmiegrunts . ",Nothing has ever been as harmful to society as people,"'Nothing has ever been as harmful to society as people , their savage beasts , and their thoughtless gimmiegrunts . '"
989,1704,"@user And how many #AmericanKids have yet to be reunited with their parents because their parents commit a CRIME ? Oh , that's right , #KamalaHarris doesn't care about #American kids , just #Illegals . #IllegalAliens #FamilySeparation #IllegalImmigrants ","And how many American kids have yet to be reunited with their parents because their parents commit a crime? She doesn't care about American kids, just illegal immigrant children.","'And how many American Kids have yet to be reunited with their parents because their parents commit a crime? Oh, that's right, Kamala Harris doesn't care about American kids, just Illegals. Ask them to leave the nation'"
990,2588,"@user CNN . U SHOULD B ASHAMED U ROTTEN DIRTY BITCH 4 MAKE FUN OF SOMEONES DISABILITY , U UGLY CUNT ! I hope someone breaks ur legs ! ",u should be ashamed 4 make fun of someones disability.I hope someone punishes you,'CNN. U should be ashamed for making fun of someones disability. I hope someone breaks ur legs'
991,288,"Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!","Some muslims who misinterpret Islam are characterised by hate! When these Muslims set foot in Britain, they brought racism in England!","'Islam is characterised by hate! When the first Muslim set foot in Britain, racism started in England!'"
992,835,grown ass men doing women activities and lil faggot boys taking your daughter homecoming queen crown this what the fuck yall wanted,grown up[ men doing women activities and lil foul gay boys taking your daughter homecoming queen crown this what the heck yall wanted,'grown men doing women activities and lil foul gay boys taking your daughter homecoming queen crown this what the heck yall wanted'
993,2547,It is easier for other races to follow the herd but not Whites .,It is easier for other people to follow the herd but not them .,'It is easier for other races to follow the herd but not people .'
994,2700,You call girls a hoe but youre a hoe too ? ? Lol stfu lame ass bitch,You call girls a hustlers but youre one too?? Lol shut up,'You call girls a hoe but youre a hoe too. Lol'
995,1325,mane fuck you all kike,mane harm you all foul jews,'mane dislike you all stupid jews'
996,334,Islam is irrational and incompatible with science.,Some muslims irrational and incompatible with science.,'Some Muslims are irrational and dont like science.'
